Date,Open,High,Low,Close,Volume,"('Adj Close', 'RRC')","('Close', 'RRC')","('High', 'RRC')","('Low', 'RRC')","('Open', 'RRC')","('Volume', 'RRC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.8700008392334,31.09000015258789,30.51000022888184,30.799999237060547,1738400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,30.690000534057617,31.01000022888184,30.11000061035156,30.989999771118164,2842000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,31.5,31.59000015258789,30.21999931335449,30.290000915527344,2651300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.239999771118164,30.950000762939453,30.149999618530277,30.84000015258789,2352200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.18000030517578,30.850000381469727,29.559999465942383,30.84000015258789,2501200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.149999618530277,31.15999984741211,30.32999992370605,30.799999237060547,2601500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,30.649999618530277,30.649999618530277,30.170000076293945,30.520000457763672,2624600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,30.280000686645508,30.96999931335449,29.799999237060547,30.040000915527344,3277800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,30.809999465942383,31.06999969482422,30.420000076293945,30.86000061035156,1695700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,30.43000030517578,30.63999938964844,29.489999771118164,29.700000762939453,3070600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.3700008392334,29.84000015258789,29.13999938964844,29.5,2465000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.68000030517578,29.700000762939453,29.170000076293945,29.350000381469727,1843500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.15999984741211,29.76000022888184,28.71999931335449,29.700000762939453,3241700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.34000015258789,29.709999084472656,29.100000381469727,29.38999938964844,1823200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.34000015258789,29.780000686645508,29.11000061035156,29.399999618530277,2481300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,29.780000686645508,30.09000015258789,29.649999618530277,29.780000686645508,1792600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,30.239999771118164,30.290000915527344,29.530000686645508,29.780000686645508,1410800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,29.600000381469727,29.920000076293945,29.18000030517578,29.88999938964844,2338700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,29.780000686645508,29.809999465942383,28.899999618530277,29.57999992370605,2338700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,29.36000061035156,30.280000686645508,29.21999931335449,30.07999992370605,2366900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,30.030000686645508,30.200000762939453,29.040000915527344,29.040000915527344,2278100.0,,,,,,,,,,
