Date,Open,High,Low,Close,Volume,"('Adj Close', 'SBAC')","('Close', 'SBAC')","('High', 'SBAC')","('Low', 'SBAC')","('Open', 'SBAC')","('Volume', 'SBAC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,251.88999938964844,255.8999938964844,251.75,254.97999572753903,599100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,251.22000122070312,254.19000244140625,248.0500030517578,248.30999755859372,530100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,248.5500030517578,251.58999633789065,247.22999572753903,249.88999938964844,698100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,246.3999938964844,250.3699951171875,245.3300018310547,246.58999633789065,889600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,246.4499969482422,249.4499969482422,244.1000061035156,248.4199981689453,679100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,247.1300048828125,247.82000732421875,243.88999938964844,245.5800018310547,582000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,245.72999572753903,247.0399932861328,242.3699951171875,242.8699951171875,635100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,241.7700042724609,241.83999633789065,238.1999969482422,239.3500061035156,699600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,243.1100006103516,243.3500061035156,239.8500061035156,239.8999938964844,626900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,238.4199981689453,241.55999755859372,237.41000366210935,238.00999450683597,799500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,234.1000061035156,239.22000122070312,231.2100067138672,232.91000366210935,796900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,233.1699981689453,235.25,230.8000030517578,232.58999633789065,1001400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,232.3300018310547,233.50999450683597,227.9600067138672,230.8800048828125,1094500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,232.2899932861328,236.6100006103516,231.2700042724609,233.7899932861328,774000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,234.8699951171875,235.8999938964844,231.05999755859372,233.22000122070312,655600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,235.47999572753903,237.94000244140625,227.0,227.27999877929688,1112300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,230.1499938964844,234.6300048828125,230.1499938964844,232.5500030517578,1097500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,233.0,233.7100067138672,227.4600067138672,227.91000366210935,1003600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,227.22999572753903,228.47999572753903,225.0399932861328,227.57000732421875,771200.0,,,,,,,,,,
