Date,Open,High,Low,Close,Volume,"('Adj Close', 'ONTO')","('Close', 'ONTO')","('High', 'ONTO')","('Low', 'ONTO')","('Open', 'ONTO')","('Volume', 'ONTO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,149.85000610351562,149.85000610351562,141.61000061035156,144.5800018310547,407700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,141.88999938964844,142.60000610351562,137.4199981689453,138.72000122070312,492400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,136.92999267578125,139.35000610351562,134.8800048828125,137.33999633789062,325000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,137.0,137.0,134.11000061035156,136.19000244140625,382400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,137.3000030517578,139.89999389648438,136.89999389648438,138.02000427246094,480700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,136.32000732421875,146.125,136.32000732421875,144.5800018310547,478600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,144.39999389648438,145.49000549316406,140.36000061035156,141.72999572753906,391800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,140.69000244140625,143.25,138.27000427246094,142.42999267578125,241900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,143.72000122070312,145.0,142.2899932861328,144.22999572753906,278700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,143.9199981689453,148.0449981689453,143.88999938964844,147.5399932861328,245400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,145.89999389648438,146.875,141.78500366210938,146.5,267900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,151.2899932861328,156.24000549316406,150.55999755859375,155.2899932861328,424700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,157.4499969482422,163.38999938964844,156.47999572753906,162.8699951171875,428500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,164.83999633789062,169.5,164.83999633789062,167.75,478500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,167.27000427246094,167.44000244140625,164.52000427246094,166.1300048828125,273300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,169.82000732421875,172.36000061035156,165.8699951171875,165.9600067138672,436800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,170.7899932861328,171.67999267578125,163.86000061035156,164.25999450683594,362400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,161.0500030517578,165.30999755859375,158.39999389648438,160.50999450683594,547900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,160.6699981689453,164.6300048828125,159.13400268554688,164.47000122070312,334100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,163.97000122070312,165.58999633789062,163.3000030517578,164.2899932861328,549800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,161.72000122070312,164.8000030517578,158.38999938964844,161.5,509200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,162.38999938964844,164.02000427246094,160.60499572753906,162.9499969482422,406300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,162.17999267578125,166.25999450683594,162.17999267578125,164.92999267578125,319800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,165.63999938964844,167.92999267578125,162.39500427246094,167.42999267578125,334500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,167.4199981689453,168.6300048828125,153.61000061035156,155.77000427246094,597200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,158.57000732421875,161.0,154.42999267578125,158.52000427246094,642500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,158.7100067138672,166.3699951171875,157.97000122070312,164.75999450683594,733000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,171.00999450683594,180.1199951171875,161.77999877929688,180.00999450683594,943800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,179.6699981689453,181.66000366210935,171.87899780273438,173.77999877929688,664300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,166.58999633789062,174.5449981689453,165.7899932861328,168.38999938964844,600400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,171.44000244140625,173.8699951171875,169.99000549316406,173.0800018310547,534300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,174.8699951171875,177.9600067138672,172.5399932861328,176.4600067138672,523600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,178.22000122070312,186.3800048828125,178.22000122070312,182.22999572753903,715700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,179.19000244140625,179.69000244140625,168.25,168.8000030517578,764000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,166.60000610351562,168.92999267578125,164.9499969482422,167.9499969482422,479500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,175.0,180.8999938964844,174.2100067138672,178.14999389648438,387900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,178.60000610351562,180.4499969482422,175.0540008544922,178.4600067138672,280600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,179.35000610351562,181.30999755859372,177.63499450683594,180.50999450683597,224600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,182.38999938964844,184.32000732421875,178.36000061035156,180.02000427246094,235800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,177.72999572753906,180.83999633789065,175.5749969482422,180.50999450683597,222000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,184.0,185.4199981689453,181.0399932861328,184.16000366210935,465100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,185.8800048828125,194.0319976806641,182.75999450683597,192.58999633789065,366800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,194.7100067138672,199.72000122070312,193.8000030517578,194.72999572753903,468900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,191.97000122070312,193.3950042724609,185.80999755859372,187.8300018310547,288100.0,,,,,,,,,,
