Date,Open,High,Low,Close,Volume,"('Adj Close', 'MMS')","('Close', 'MMS')","('High', 'MMS')","('Low', 'MMS')","('Open', 'MMS')","('Volume', 'MMS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,83.66000366210938,83.9000015258789,83.13999938964844,83.41999816894531,297400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,82.05000305175781,82.12999725341797,77.26000213623047,77.31999969482422,542100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,77.77999877929688,78.7699966430664,76.91000366210938,78.73999786376953,403800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,78.3499984741211,78.3499984741211,77.30999755859375,77.80999755859375,349500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,77.93000030517578,78.5999984741211,77.62000274658203,77.83999633789062,308400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,77.3499984741211,77.7300033569336,76.45999908447266,77.19000244140625,544700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,77.62000274658203,77.87000274658203,76.54000091552734,77.81999969482422,500600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,77.69000244140625,79.66999816894531,77.12999725341797,79.6500015258789,358000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,80.6500015258789,81.37000274658203,80.12999725341797,81.20999908447266,371400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,80.80000305175781,81.04000091552734,79.81999969482422,80.80999755859375,264300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,80.08999633789062,81.08000183105469,80.08999633789062,80.80000305175781,282700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,80.94999694824219,82.29000091552734,80.54000091552734,82.02999877929688,292200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,82.36000061035156,82.36000061035156,80.58999633789062,81.69000244140625,306500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,82.30999755859375,83.66000366210938,81.76000213623047,83.6500015258789,301900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.5,84.5,82.55999755859375,83.2699966430664,407100.0,,,,,,,,,,
