Date,Open,High,Low,Close,Volume,"('Adj Close', 'TRMK')","('Close', 'TRMK')","('High', 'TRMK')","('Low', 'TRMK')","('Open', 'TRMK')","('Volume', 'TRMK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.56999969482422,28.559999465942383,27.56999969482422,27.790000915527344,353900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.61000061035156,27.700000762939453,26.940000534057617,27.020000457763672,271300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.15999984741211,27.5,27.15999984741211,27.3700008392334,259800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,27.1200008392334,27.65999984741211,27.11000061035156,27.3799991607666,300700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,27.309999465942383,27.51000022888184,27.170000076293945,27.3799991607666,145800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.93000030517578,27.059999465942383,26.65999984741211,26.940000534057617,181100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.729999542236328,26.96999931335449,26.38999938964844,26.959999084472656,148900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.690000534057617,26.90999984741211,26.0,26.84000015258789,409100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.11000061035156,27.309999465942383,26.399999618530277,26.709999084472656,182700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,26.25,27.3700008392334,26.100000381469727,26.59000015258789,405600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,26.11000061035156,26.770000457763672,25.950000762939453,26.280000686645508,258900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.459999084472656,26.670000076293945,26.15999984741211,26.65999984741211,250100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.76000022888184,27.229999542236328,26.459999084472656,27.21999931335449,323000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,27.56999969482422,28.049999237060547,27.32999992370605,28.030000686645508,339900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.270000457763672,28.3700008392334,27.729999542236328,27.959999084472656,282700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.229999542236328,28.59000015258789,26.670000076293945,27.59000015258789,443600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.15999984741211,28.3799991607666,27.3799991607666,28.030000686645508,297000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.32999992370605,28.57999992370605,28.01000022888184,28.149999618530277,234400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.270000457763672,28.56999969482422,28.06999969482422,28.549999237060547,280600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.540000915527344,28.549999237060547,28.170000076293945,28.21999931335449,213200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,27.709999084472656,28.01000022888184,26.82999992370605,26.989999771118164,339800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.25,27.450000762939453,26.1200008392334,27.149999618530277,377700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.530000686645508,27.540000915527344,26.530000686645508,27.149999618530277,291000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.799999237060547,27.13999938964844,26.6200008392334,26.950000762939453,239500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,26.920000076293945,27.190000534057617,26.489999771118164,26.709999084472656,172300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.6200008392334,26.8799991607666,25.90999984741211,26.559999465942383,246400.0,,,,,,,,,,
