Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACA')","('Close', 'ACA')","('High', 'ACA')","('Low', 'ACA')","('Open', 'ACA')","('Volume', 'ACA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,81.68000030517578,82.81999969482422,81.4000015258789,82.02999877929688,214800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,81.93000030517578,81.93000030517578,78.91999816894531,79.05000305175781,218700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,79.66000366210938,79.97000122070312,78.44000244140625,78.45999908447266,331600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,77.76000213623047,79.08000183105469,77.76000213623047,78.37000274658203,252900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,78.27999877929688,79.33000183105469,78.27999877929688,79.31999969482422,152800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,78.0999984741211,78.4000015258789,77.3949966430664,78.2300033569336,152500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,77.80000305175781,78.83999633789062,77.80000305175781,78.81999969482422,139100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.0999984741211,78.83499908447266,77.63999938964844,78.80000305175781,148100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,79.66999816894531,79.66999816894531,78.44000244140625,78.93000030517578,125900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,78.2300033569336,79.06999969482422,78.0199966430664,78.76000213623047,280100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,77.58999633789062,78.41999816894531,76.91999816894531,77.23999786376953,256800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,77.73999786376953,78.5999984741211,77.52999877929688,78.4800033569336,244200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,78.6500015258789,79.58999633789062,77.44000244140625,79.48999786376953,276900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,79.98999786376953,80.23999786376953,79.21499633789062,79.76000213623047,307600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,80.3499984741211,80.38999938964844,77.43000030517578,77.70999908447266,295100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,78.6500015258789,78.87000274658203,76.33000183105469,76.68000030517578,339700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,77.75,78.33999633789062,77.43499755859375,78.30999755859375,237900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,78.95999908447266,79.00299835205078,77.9000015258789,78.5199966430664,106500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,78.44999694824219,80.55000305175781,77.97000122070312,80.33999633789062,235200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,79.7300033569336,80.4800033569336,79.37000274658203,80.19000244140625,140800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,80.20999908447266,80.5,78.08000183105469,78.27999877929688,249900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,78.66000366210938,81.01000213623047,78.66000366210938,80.63999938964844,238400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,79.80000305175781,81.41999816894531,79.80000305175781,80.73999786376953,126300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,79.58000183105469,80.69999694824219,78.65299987792969,80.30999755859375,186800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,80.29000091552734,81.125,80.04000091552734,80.54000091552734,140700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,80.80999755859375,81.94499969482422,80.0999984741211,81.56999969482422,168500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,81.44999694824219,83.08999633789062,81.44999694824219,82.56999969482422,153900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,82.37999725341797,83.81999969482422,82.30000305175781,83.5199966430664,150900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,83.83000183105469,84.9000015258789,83.18000030517578,84.37999725341797,193300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,81.54000091552734,82.19000244140625,79.43000030517578,79.88999938964844,335900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,81.2300033569336,81.72000122070312,80.36000061035156,81.33999633789062,302700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,81.75,83.9800033569336,81.62000274658203,83.86000061035156,286100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,83.41000366210938,83.88200378417969,82.55000305175781,82.91000366210938,198100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,81.45999908447266,81.95999908447266,80.38999938964844,80.91999816894531,201200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,80.91999816894531,81.36000061035156,80.5999984741211,81.31999969482422,182400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,81.08000183105469,82.5999984741211,81.08000183105469,82.5999984741211,225100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,89.06999969482422,89.06999969482422,80.49500274658203,81.30999755859375,361000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,81.4000015258789,81.95999908447266,80.7699966430664,81.18000030517578,308400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,81.80000305175781,82.5999984741211,81.38500213623047,82.08000183105469,220600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,82.02999877929688,82.48999786376953,81.56999969482422,81.73999786376953,148800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,82.94000244140625,83.0999984741211,80.9800033569336,83.0,278600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,82.87999725341797,83.75,82.38999938964844,83.44999694824219,222800.0,,,,,,,,,,
