Date,Open,High,Low,Close,Volume,"('Adj Close', 'IRWD')","('Close', 'IRWD')","('High', 'IRWD')","('Low', 'IRWD')","('Open', 'IRWD')","('Volume', 'IRWD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.279999732971191,12.4399995803833,11.279999732971191,12.40999984741211,3299900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,12.289999961853027,12.489999771118164,12.229999542236328,12.31999969482422,2945500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.43000030517578,12.579999923706056,12.140000343322754,12.40999984741211,3162200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.300000190734863,12.479999542236328,12.119999885559082,12.449999809265137,2479000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.109999656677246,12.84000015258789,12.109999656677246,12.760000228881836,2388900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.739999771118164,12.779999732971191,12.5,12.510000228881836,1539100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,12.460000038146973,12.630000114440918,12.260000228881836,12.4399995803833,2423600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,12.369999885559082,12.4399995803833,12.020000457763672,12.239999771118164,2489400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,12.399999618530272,12.550000190734863,12.079999923706056,12.149999618530272,2289000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.029999732971191,12.06999969482422,11.56999969482422,11.739999771118164,14153900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.779999732971191,12.539999961853027,11.710000038146973,12.359999656677246,2955400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.369999885559082,12.369999885559082,12.0,12.18000030517578,1649600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,12.199999809265137,12.68000030517578,12.06999969482422,12.670000076293944,3267200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.720000267028809,13.170000076293944,12.720000267028809,13.140000343322754,4076700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.239999771118164,13.539999961853027,13.119999885559082,13.479999542236328,6860400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,13.5600004196167,13.65999984741211,13.260000228881836,13.3100004196167,4653000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.43000030517578,13.600000381469728,13.300000190734863,13.550000190734863,3817300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.65999984741211,13.779999732971191,13.380000114440918,13.390000343322754,1855000.0,,,,,,,,,,
