Date,Open,High,Low,Close,Volume,"('Adj Close', 'KPRX')","('Close', 'KPRX')","('High', 'KPRX')","('Low', 'KPRX')","('Open', 'KPRX')","('Volume', 'KPRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.769999980926514,5.130000114440918,4.769999980926514,5.066999912261963,5922.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.039999961853027,5.120999813079834,4.86899995803833,4.9679999351501465,9611.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.877999782562256,5.031000137329102,4.734000205993652,4.994999885559082,6800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.994999885559082,5.120999813079834,4.769999980926514,4.90500020980835,5889.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.932000160217285,4.949999809265137,4.895999908447266,4.940999984741211,844.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.004000186920166,5.021999835968018,4.860000133514404,5.021999835968018,2800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.039999961853027,5.039999961853027,4.88700008392334,4.922999858856201,1544.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.77899980545044,4.815000057220459,4.508999824523926,4.77899980545044,4500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.679999828338623,4.949999809265137,4.679999828338623,4.769999980926514,3844.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.769999980926514,4.949999809265137,4.769999980926514,4.949999809265137,8100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.949999809265137,4.949999809265137,4.743000030517578,4.877999782562256,1756.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.806000232696533,4.860000133514404,4.679999828338623,4.860000133514404,2700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.716000080108643,4.932000160217285,4.716000080108643,4.932000160217285,4122.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.85099983215332,4.940999984741211,4.769999980926514,4.940999984741211,2967.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.860000133514404,5.336999893188477,4.77899980545044,5.25600004196167,5422.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.130000114440918,5.381999969482422,4.90500020980835,5.093999862670898,8322.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.013000011444092,5.21999979019165,4.932000160217285,5.039999961853027,5511.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.949999809265137,5.21999979019165,4.788000106811523,5.184000015258789,5533.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.130000114440918,5.480999946594238,4.823999881744385,5.264999866485596,14533.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.1570000648498535,5.427000045776367,4.949999809265137,5.301000118255615,7967.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.949999809265137,5.309999942779541,4.949999809265137,4.9679999351501465,569622.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.813000202178955,8.982000350952148,5.534999847412109,7.650000095367432,8376133.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.902999877929688,7.829999923706055,6.578999996185303,7.182000160217285,456289.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.75,7.182000160217285,5.849999904632568,5.940000057220459,241733.0,,,,,,,,,,
