Date,Open,High,Low,Close,Volume,"('Adj Close', 'BCLI')","('Close', 'BCLI')","('High', 'BCLI')","('Low', 'BCLI')","('Open', 'BCLI')","('Volume', 'BCLI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.050000190734863,4.5,3.900000095367432,4.199999809265137,106067.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.199999809265137,4.349999904632568,4.050000190734863,4.199999809265137,47247.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.199999809265137,4.199999809265137,3.75,4.199999809265137,58493.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.199999809265137,4.349999904632568,3.900000095367432,4.199999809265137,42573.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.199999809265137,5.25,4.199999809265137,4.949999809265137,164527.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.25,5.699999809265137,4.800000190734863,4.949999809265137,111973.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.099999904632568,5.099999904632568,4.5,4.949999809265137,51620.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.099999904632568,5.099999904632568,4.650000095367432,4.800000190734863,37760.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.650000095367432,5.099999904632568,4.650000095367432,4.949999809265137,43880.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.949999809265137,4.949999809265137,4.800000190734863,4.949999809265137,35460.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.949999809265137,5.099999904632568,4.800000190734863,4.949999809265137,43147.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.099999904632568,5.099999904632568,4.199999809265137,4.5,78000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.349999904632568,4.349999904632568,4.050000190734863,4.199999809265137,72307.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.199999809265137,5.099999904632568,4.199999809265137,4.349999904632568,28000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.5,4.949999809265137,4.349999904632568,4.800000190734863,26553.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.949999809265137,5.099999904632568,4.650000095367432,4.949999809265137,26053.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.099999904632568,5.099999904632568,4.5,4.650000095367432,27193.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.5,4.949999809265137,4.5,4.800000190734863,37100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.949999809265137,5.25,4.650000095367432,4.949999809265137,36607.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.25,6.300000190734863,5.25,5.849999904632568,182653.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.849999904632568,6.0,5.25,5.25,51327.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.699999809265137,5.849999904632568,5.25,5.849999904632568,37733.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.849999904632568,6.150000095367432,4.949999809265137,5.849999904632568,126780.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.0,6.0,5.699999809265137,5.699999809265137,30400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.699999809265137,6.150000095367432,5.699999809265137,5.849999904632568,22500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.699999809265137,5.849999904632568,4.800000190734863,5.699999809265137,43807.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.699999809265137,6.0,4.949999809265137,5.849999904632568,76593.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.550000190734863,5.849999904632568,5.400000095367432,5.699999809265137,22913.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.699999809265137,5.699999809265137,5.400000095367432,5.400000095367432,19220.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.550000190734863,5.550000190734863,4.800000190734863,5.099999904632568,42220.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.25,5.400000095367432,4.650000095367432,5.25,133487.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.099999904632568,5.849999904632568,4.800000190734863,5.849999904632568,35920.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.550000190734863,5.699999809265137,5.099999904632568,5.550000190734863,13787.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.699999809265137,5.699999809265137,5.099999904632568,5.400000095367432,14513.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.25,5.400000095367432,4.5,4.650000095367432,59067.0,,,,,,,,,,
