Date,Open,High,Low,Close,Volume,"('Adj Close', 'KNTK')","('Close', 'KNTK')","('High', 'KNTK')","('Low', 'KNTK')","('Open', 'KNTK')","('Volume', 'KNTK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,33.619998931884766,33.880001068115234,33.459999084472656,33.689998626708984,169900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.689998626708984,33.790000915527344,33.310001373291016,33.31999969482422,329600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.689998626708984,33.689998626708984,32.47999954223633,32.4900016784668,282100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.5099983215332,33.150001525878906,32.310001373291016,33.130001068115234,466700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.75,34.54999923706055,32.11000061035156,34.119998931884766,1013400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.95000076293945,33.95000076293945,32.619998931884766,32.650001525878906,590100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.72999954223633,32.810001373291016,32.349998474121094,32.40999984741211,208000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.43000030517578,32.75,32.209999084472656,32.689998626708984,234600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.08000183105469,33.439998626708984,32.720001220703125,33.099998474121094,288000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.97999954223633,33.560001373291016,32.86000061035156,33.09000015258789,540800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.91999816894531,33.33000183105469,32.400001525878906,32.630001068115234,303700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.66999816894531,33.209999084472656,32.31999969482422,33.0,363400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.0099983215332,33.20000076293945,32.220001220703125,32.400001525878906,348400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.540000915527344,32.970001220703125,32.25,32.93000030517578,281200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.9900016784668,33.0,32.560001373291016,32.65999984741211,225100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.93000030517578,32.93000030517578,32.2599983215332,32.5,318700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.70000076293945,33.2400016784668,32.470001220703125,33.22999954223633,317100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.38999938964844,34.16999816894531,33.380001068115234,33.630001068115234,320500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.58000183105469,33.65999984741211,33.13999938964844,33.599998474121094,329000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,33.43000030517578,33.72999954223633,33.209999084472656,33.529998779296875,225900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,33.52000045776367,33.599998474121094,32.5099983215332,32.52000045776367,324700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,32.65999984741211,33.130001068115234,32.58000183105469,32.86000061035156,209000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,32.68000030517578,32.709999084472656,32.150001525878906,32.45000076293945,224600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,32.150001525878906,32.79999923706055,31.729999542236328,32.380001068115234,273100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,32.5,32.83000183105469,32.36000061035156,32.45000076293945,370200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,32.650001525878906,32.90999984741211,32.400001525878906,32.83000183105469,268300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,32.779998779296875,32.790000915527344,32.310001373291016,32.56999969482422,295800.0,,,,,,,,,,
