Date,Open,High,Low,Close,Volume,"('Adj Close', 'PLUG')","('Close', 'PLUG')","('High', 'PLUG')","('Low', 'PLUG')","('Open', 'PLUG')","('Volume', 'PLUG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.440000057220459,4.849999904632568,4.389999866485596,4.590000152587891,30653400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.5,4.53000020980835,4.159999847412109,4.380000114440918,46730800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.380000114440918,4.46999979019165,4.260000228881836,4.289999961853027,26985100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.260000228881836,4.559999942779541,4.170000076293945,4.25,28549700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.289999961853027,4.420000076293945,4.170000076293945,4.349999904632568,25230700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.25,4.309999942779541,4.179999828338623,4.199999809265137,20549100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.179999828338623,4.199999809265137,3.900000095367432,4.039999961853027,32855500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.900000095367432,3.940000057220459,3.630000114440918,3.7200000286102295,45007400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.75,3.799999952316284,3.430000066757202,3.440000057220459,32006700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.369999885559082,3.380000114440918,3.0,3.039999961853028,43668500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.9200000762939453,2.990000009536743,2.630000114440918,2.740000009536743,68910000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.299999952316284,2.549999952316284,2.259999990463257,2.4200000762939453,98181700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.5,2.680000066757202,2.390000104904175,2.680000066757202,56200600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.8499999046325684,3.069999933242798,2.700000047683716,2.8399999141693115,65531500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.359999895095825,3.819999933242798,3.119999885559082,3.7200000286102295,158726500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.75,4.03000020980835,3.400000095367432,3.4800000190734863,100470600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.5,3.5299999713897705,3.220000028610229,3.400000095367432,52983000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.440000057220459,3.5999999046325684,3.3499999046325684,3.400000095367432,30746200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.4200000762939453,3.819999933242798,3.3299999237060547,3.7899999618530273,41212400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.7100000381469727,3.859999895095825,3.650000095367432,3.7300000190734863,34548500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.099999904632568,4.840000152587891,3.9700000286102295,4.449999809265137,130249400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.980000019073486,5.139999866485596,4.420000076293945,4.699999809265137,111112200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.690000057220459,4.829999923706055,4.5,4.659999847412109,60575800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.429999828338623,4.449999809265137,4.159999847412109,4.349999904632568,40608200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.170000076293945,4.539999961853027,4.130000114440918,4.489999771118164,50778700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.550000190734863,4.590000152587891,4.179999828338623,4.21999979019165,36952000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.210000038146973,4.289999961853027,4.099999904632568,4.190000057220459,35842600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.25,4.429999828338623,4.170000076293945,4.329999923706055,40832600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.329999923706055,4.690000057220459,4.289999961853027,4.570000171661377,48054600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.28000020980835,4.320000171661377,4.079999923706055,4.170000076293945,37928600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.349999904632568,4.349999904632568,4.090000152587891,4.230000019073486,29274900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,4.179999828338623,4.289999961853027,3.940000057220459,4.019999980926514,41025100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.849999904632568,4.010000228881836,3.75,3.9600000381469727,31092700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.849999904632568,3.890000104904175,3.700000047683716,3.7300000190734863,21864900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.7300000190734863,3.740000009536743,3.3399999141693115,3.4100000858306885,44055300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.5299999713897705,3.5299999713897705,3.109999895095825,3.130000114440918,46865400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.25,3.2699999809265137,2.9800000190734863,3.009999990463257,54728200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.9200000762939453,3.0799999237060547,2.8299999237060547,3.039999961853028,33356200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.1700000762939453,3.630000114440918,3.150000095367432,3.549999952316284,54093100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.470000028610229,3.630000114440918,3.369999885559082,3.430000066757202,37218100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.5899999141693115,3.900000095367432,3.4600000381469727,3.5299999713897705,57494500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.190000057220459,3.890000104904175,3.1600000858306885,3.890000104904175,77620600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.890000104904175,4.019999980926514,3.680000066757202,3.859999895095825,38826100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,3.7200000286102295,3.799999952316284,3.5999999046325684,3.630000114440918,28307700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,3.7100000381469727,4.099999904632568,3.630000114440918,4.019999980926514,48461400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,4.019999980926514,4.159999847412109,3.809999942779541,3.900000095367432,32044500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,4.050000190734863,4.329999923706055,4.0,4.019999980926514,37671200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,4.010000228881836,4.099999904632568,3.609999895095825,3.660000085830689,36361400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,3.7100000381469727,3.7100000381469727,3.4800000190734863,3.539999961853028,27482500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,3.450000047683716,3.5299999713897705,3.3299999237060547,3.359999895095825,35096200.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,3.4600000381469727,3.4600000381469727,3.25,3.3399999141693115,34609600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,3.359999895095825,3.470000028610229,3.259999990463257,3.3299999237060547,25329400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,3.359999895095825,3.359999895095825,3.1600000858306885,3.25,26070400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,3.190000057220459,3.2699999809265137,3.049999952316284,3.25,27895200.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,3.2699999809265137,3.5999999046325684,3.119999885559082,3.5199999809265137,37880400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,3.5199999809265137,3.7100000381469727,3.470000028610229,3.5899999141693115,26185700.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,3.569999933242798,3.569999933242798,3.369999885559082,3.4100000858306885,18893700.0,,,,,,,,,,
