Date,Open,High,Low,Close,Volume,"('Adj Close', 'DKNG')","('Close', 'DKNG')","('High', 'DKNG')","('Low', 'DKNG')","('Open', 'DKNG')","('Volume', 'DKNG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.619998931884766,34.75,33.255001068115234,33.58000183105469,11909500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,32.849998474121094,33.459999084472656,32.040000915527344,32.209999084472656,13075200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.0099983215332,33.59000015258789,31.979999542236328,32.880001068115234,11181100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.65999984741211,33.38999938964844,32.54199981689453,33.18000030517578,7691400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,33.494998931884766,33.900001525878906,33.04999923706055,33.61000061035156,11280000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.75,34.83000183105469,33.65999984741211,34.2400016784668,11653700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.189998626708984,34.279998779296875,33.380001068115234,33.56999969482422,8623700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,33.369998931884766,33.58000183105469,32.39500045776367,33.43000030517578,7814100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.380001068115234,33.724998474121094,32.630001068115234,32.95000076293945,7743800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.58000183105469,33.900001525878906,32.560001373291016,33.65999984741211,7881700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.56999969482422,35.525001525878906,33.446998596191406,35.06999969482422,20757100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.20000076293945,37.869998931884766,36.43999862670898,37.540000915527344,26372500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,37.88999938964844,38.150001525878906,36.75,37.619998931884766,14736900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,38.05500030517578,38.470001220703125,37.41999816894531,37.93999862670898,9967300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.09000015258789,38.79999923706055,37.63999938964844,38.290000915527344,9416800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.85200119018555,40.0,38.09000015258789,38.459999084472656,23520500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,38.7400016784668,38.95000076293945,38.18000030517578,38.68999862670898,8599500.0,,,,,,,,,,
