Date,Open,High,Low,Close,Volume,"('Adj Close', 'FN')","('Close', 'FN')","('High', 'FN')","('Low', 'FN')","('Open', 'FN')","('Volume', 'FN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,186.9199981689453,189.72000122070312,185.19000244140625,189.1300048828125,329200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,186.66000366210935,190.0800018310547,185.25999450683597,185.3300018310547,233700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,184.25999450683597,185.9600067138672,182.5800018310547,182.58999633789065,306800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,181.22000122070312,186.77999877929688,181.22000122070312,184.2899932861328,212200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,183.4499969482422,189.88999938964844,183.4499969482422,188.3800048828125,197800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,185.57000732421875,189.22000122070312,184.3300018310547,189.1999969482422,148200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,189.3300018310547,191.9900054931641,185.4499969482422,185.55999755859372,214300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,186.38999938964844,189.5800018310547,182.75999450683597,188.50999450683597,212900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,190.58999633789065,191.33999633789065,187.1999969482422,188.8000030517578,112700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,188.1999969482422,189.08999633789065,186.32000732421875,188.3000030517578,226300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,186.67999267578125,187.5399932861328,183.8000030517578,186.55999755859372,244200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,188.69000244140625,191.3800048828125,187.8300018310547,191.3699951171875,248000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,194.47000122070312,202.7100067138672,192.47999572753903,201.9600067138672,516800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,204.8999938964844,207.72000122070312,202.55999755859372,203.3600006103516,421800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,204.58999633789065,205.30999755859372,200.8699951171875,203.2700042724609,229100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,206.33999633789065,211.3600006103516,204.5500030517578,207.27999877929688,361700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,210.8500061035156,211.69000244140625,207.4499969482422,209.6300048828125,389700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,208.7100067138672,211.2700042724609,206.25,209.02999877929688,315400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,209.05999755859372,213.72999572753903,209.05999755859372,212.4900054931641,347600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,214.25999450683597,220.69000244140625,213.82000732421875,219.8300018310547,453100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,217.0399932861328,221.1999969482422,213.41000366210935,213.50999450683597,405500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,214.9900054931641,222.47999572753903,214.9900054931641,221.7899932861328,403600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,220.5800018310547,224.92999267578125,218.7100067138672,223.6499938964844,315900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,225.0,229.0200042724609,218.2899932861328,223.6000061035156,827300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,183.88999938964844,184.0,166.52999877929688,182.42999267578125,2782400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,182.19000244140625,193.1000061035156,180.52999877929688,192.3300018310547,1151700.0,,,,,,,,,,
