Date,Open,High,Low,Close,Volume,"('Adj Close', 'CABA')","('Close', 'CABA')","('High', 'CABA')","('Low', 'CABA')","('Open', 'CABA')","('Volume', 'CABA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.530000686645508,23.040000915527344,21.690000534057617,22.15999984741211,972900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.979999542236328,23.32999992370605,21.51000022888184,21.81999969482422,632300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.020000457763672,22.6200008392334,21.65999984741211,22.149999618530277,572500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.8799991607666,22.489999771118164,21.18000030517578,22.299999237060547,954900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.479999542236328,24.46999931335449,22.29400062561035,24.239999771118164,1081600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.239999771118164,24.6200008392334,23.79800033569336,23.940000534057617,597200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.86000061035156,24.06999969482422,21.88999938964844,22.440000534057617,866300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.020000457763672,22.09499931335449,21.155000686645508,21.51000022888184,1038300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.790000915527344,21.84499931335449,20.959999084472656,21.200000762939453,582700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.979999542236328,21.709999084472656,20.11000061035156,21.399999618530277,1184400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.01000022888184,21.3799991607666,20.229999542236328,20.700000762939453,803600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.790000915527344,21.63999938964844,19.690000534057617,20.479999542236328,895600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.84000015258789,20.84000015258789,19.11000061035156,19.479999542236328,1156400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.46999931335449,20.5,19.46999931335449,20.46999931335449,765700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.36000061035156,20.6200008392334,19.93000030517578,20.21999931335449,608700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.5,20.850000381469727,20.049999237060547,20.5,505900.0,,,,,,,,,,
