Date,Open,High,Low,Close,Volume,"('Adj Close', 'RRX')","('Close', 'RRX')","('High', 'RRX')","('Low', 'RRX')","('Open', 'RRX')","('Volume', 'RRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,147.14999389648438,148.9199981689453,144.60000610351562,144.75,386200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,143.1300048828125,143.1300048828125,138.07000732421875,141.50999450683594,505900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,142.4199981689453,142.83999633789062,138.5800018310547,139.02999877929688,805800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,137.9600067138672,141.41000366210938,137.9600067138672,139.55999755859375,248500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,138.52000427246094,141.77999877929688,137.35000610351562,141.50999450683594,241700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,139.88999938964844,140.97000122070312,138.0800018310547,140.27000427246094,185600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,139.4499969482422,140.8800048828125,138.80999755859375,140.55999755859375,207300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,139.77000427246094,140.85000610351562,137.1300048828125,137.97000122070312,398000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,139.3000030517578,140.74000549316406,137.10000610351562,138.58999633789062,249300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,137.63999938964844,137.9600067138672,133.7899932861328,134.5800018310547,322000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,131.2899932861328,134.30999755859375,131.07000732421875,133.5,285400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,134.86000061035156,137.7899932861328,133.1199951171875,137.77000427246094,457400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,137.8000030517578,141.0800018310547,137.02000427246094,139.85000610351562,512200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,141.0800018310547,142.08999633789062,139.8000030517578,140.42999267578125,252600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,142.14999389648438,142.14999389648438,138.35000610351562,138.80999755859375,312500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,141.27000427246094,141.27000427246094,135.9199981689453,136.0500030517578,391200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,137.77999877929688,139.32000732421875,136.0800018310547,137.8300018310547,374900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,138.64999389648438,139.33999633789062,136.49000549316406,136.8699951171875,278100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,136.5,139.25999450683594,136.05999755859375,139.25999450683594,373300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,137.80999755859375,140.19000244140625,137.80999755859375,138.8800048828125,232100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,138.13999938964844,138.1699981689453,133.32000732421875,133.4600067138672,496100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,135.88999938964844,137.69000244140625,133.67999267578125,136.83999633789062,646900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,135.72000122070312,139.6999969482422,134.97000122070312,139.3000030517578,535100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,136.88999938964844,137.4499969482422,135.1300048828125,136.02000427246094,459600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,136.66000366210938,138.00999450683594,135.5500030517578,137.49000549316406,489300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,138.60000610351562,142.6300048828125,136.6999969482422,140.75999450683594,722300.0,,,,,,,,,,
