Date,Open,High,Low,Close,Volume,"('Adj Close', 'SUP')","('Close', 'SUP')","('High', 'SUP')","('Low', 'SUP')","('Open', 'SUP')","('Volume', 'SUP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.220000028610229,3.2799999713897705,3.180000066757202,3.200000047683716,44600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.190000057220459,3.190000057220459,2.9600000381469727,3.0,52200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.9600000381469727,3.0299999713897705,2.859999895095825,2.930000066757202,54500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.9600000381469727,3.049999952316284,2.940000057220459,3.0199999809265137,32600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.049999952316284,3.119999885559082,3.009999990463257,3.0999999046325684,19900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.0899999141693115,3.130000114440918,3.039999961853028,3.109999895095825,43800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.119999885559082,3.289999961853028,3.0,3.180000066757202,134700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.200000047683716,3.259999990463257,3.119999885559082,3.240000009536743,48900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.25,3.470000028610229,3.25,3.440000057220459,102700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.440000057220459,3.609999895095825,3.3499999046325684,3.390000104904175,99300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.390000104904175,3.390000104904175,3.1600000858306885,3.240000009536743,41700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.220000028610229,3.2300000190734863,3.0999999046325684,3.109999895095825,28300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0999999046325684,3.200000047683716,3.0999999046325684,3.180000066757202,19200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.190000057220459,3.25,3.1700000762939453,3.180000066757202,22800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.220000028610229,3.220000028610229,3.069999933242798,3.069999933242798,27600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.069999933242798,3.0999999046325684,3.0,3.0299999713897705,68800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.049999952316284,3.109999895095825,3.0,3.0299999713897705,23400.0,,,,,,,,,,
