Date,Open,High,Low,Close,Volume,"('Adj Close', 'AGAE')","('Close', 'AGAE')","('High', 'AGAE')","('Low', 'AGAE')","('Open', 'AGAE')","('Volume', 'AGAE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.0,1.0800000429153442,1.0,1.0399999618530271,44500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.0299999713897705,1.2389999628067017,1.0299999713897705,1.1299999952316284,77400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.1100000143051147,1.1790000200271606,1.093999981880188,1.1100000143051147,16200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.090000033378601,1.1200000047683716,1.065999984741211,1.090000033378601,13500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.059999942779541,1.0989999771118164,1.0499999523162842,1.0499999523162842,15500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.0499999523162842,1.0700000524520874,1.0199999809265137,1.0299999713897705,18000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.024999976158142,1.024999976158142,1.0,1.0,26200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.0,1.0,0.9700000286102296,0.9800000190734864,26800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.949999988079071,1.059999942779541,0.949999988079071,0.9850000143051147,21400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.9850000143051147,0.9850000143051147,0.9200000166893004,0.9300000071525574,21400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.915000021457672,0.9670000076293944,0.8730000257492065,0.8820000290870667,86400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.8700000047683716,0.9900000095367432,0.8700000047683716,0.9279999732971193,42300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.100000023841858,1.1699999570846558,1.0399999618530271,1.100000023841858,391700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.100000023841858,1.1699999570846558,1.059999942779541,1.1299999952316284,39300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.190000057220459,1.3700000047683716,1.1799999475479126,1.25,474400.0,,,,,,,,,,
