Date,Open,High,Low,Close,Volume,"('Adj Close', 'PHUN')","('Close', 'PHUN')","('High', 'PHUN')","('Low', 'PHUN')","('Open', 'PHUN')","('Volume', 'PHUN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.25,4.25,4.050000190734863,4.150000095367432,99886.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.099999904632568,4.099999904632568,3.900000095367432,3.950000047683716,115630.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.950000047683716,4.0,3.700000047683716,3.849999904632568,120502.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.849999904632568,3.849999904632568,3.75,3.799999952316284,65150.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.700000047683716,3.900000095367432,3.5999999046325684,3.75,90900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.0,4.0,3.75,3.849999904632568,109952.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.75,3.849999904632568,3.700000047683716,3.75,100092.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.799999952316284,3.799999952316284,3.75,3.75,97378.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.799999952316284,3.799999952316284,3.75,3.799999952316284,81720.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.0,24.5,6.650000095367432,21.0,32246988.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.050000190734863,12.149999618530272,7.75,8.149999618530273,10276826.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.0,14.5,10.0,12.100000381469728,12474422.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.649999618530272,13.149999618530272,9.0,12.649999618530272,11057244.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.0,20.0,14.0,17.950000762939453,15503730.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.299999237060547,24.0,18.75,21.5,11358058.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.850000381469727,21.950000762939453,16.649999618530273,17.299999237060547,7567114.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,16.100000381469727,16.700000762939453,14.600000381469728,15.0,3218732.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,16.200000762939453,18.5,15.149999618530272,15.899999618530272,4486196.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.5,17.0,14.100000381469728,14.600000381469728,2261726.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,14.199999809265137,15.850000381469728,12.699999809265137,14.449999809265137,2388338.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.100000381469728,17.399999618530273,14.100000381469728,16.0,2308196.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,17.399999618530273,18.200000762939453,16.25,17.25,1969254.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,17.649999618530273,17.799999237060547,16.25,17.100000381469727,1257170.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,17.5,21.25,17.5,20.5,5203652.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.950000762939453,21.700000762939453,18.25,19.799999237060547,2488534.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,16.399999618530273,17.350000381469727,15.5,16.899999618530273,3039590.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,15.949999809265137,19.0,15.850000381469728,18.5,2219084.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,18.450000762939453,18.450000762939453,16.5,16.799999237060547,1266528.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,16.799999237060547,16.850000381469727,15.350000381469728,16.0,978822.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,15.5,15.5,14.100000381469728,14.399999618530272,1004476.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,15.850000381469728,16.100000381469727,14.75,15.100000381469728,777044.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,16.600000381469727,17.0,14.800000190734863,15.350000381469728,1730236.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,15.100000381469728,15.25,14.5,14.949999809265137,728982.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,14.350000381469728,14.75,13.5,14.5,636024.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,14.0,14.149999618530272,13.149999618530272,13.199999809265137,640014.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,13.300000190734863,13.550000190734863,12.0,12.649999618530272,802938.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,9.5,10.149999618530272,8.600000381469727,9.5,2393980.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,8.75,10.25,7.400000095367432,8.800000190734863,1772422.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,8.979999542236328,9.979999542236328,7.550000190734863,8.289999961853027,1743300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,8.279999732971191,8.579999923706055,7.420000076293945,8.220000267028809,977100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.869999885559082,8.114999771118164,7.03000020980835,7.039999961853027,1008700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,6.78000020980835,7.349999904632568,5.900000095367432,7.079999923706055,1289700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,8.520000457763672,16.889999389648438,8.515000343322754,12.40999984741211,69315100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,15.989999771118164,17.989999771118164,13.0600004196167,14.720000267028809,26248100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,13.329999923706056,13.699999809265137,10.149999618530272,10.270000457763672,6480000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,10.550000190734863,12.079999923706056,10.310999870300291,10.890000343322754,4926000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,10.800000190734863,11.25,9.899999618530272,10.479999542236328,1268900.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,10.149999618530272,11.079999923706056,10.039999961853027,10.420000076293944,1131600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,10.399999618530272,10.489999771118164,9.350000381469728,10.399999618530272,995200.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,9.899999618530272,10.300000190734863,8.819999694824219,9.199999809265137,1168700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,9.039999961853027,9.15999984741211,8.199999809265137,8.770000457763672,804800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,8.729999542236328,10.720000267028809,8.619999885559082,10.59000015258789,1922100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,10.43000030517578,10.6899995803833,10.020000457763672,10.460000038146973,630300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,10.0,10.350000381469728,9.300000190734863,10.020000457763672,511100.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,10.010000228881836,11.208000183105469,9.925000190734863,10.329999923706056,1548300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,10.5,10.569000244140623,9.40999984741211,10.010000228881836,829300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,9.859999656677246,10.359999656677246,9.510000228881836,9.510000228881836,712100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,9.600000381469728,10.460000038146973,9.56999969482422,10.020000457763672,2088000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,10.399999618530272,10.760000228881836,8.770000457763672,9.619999885559082,2878900.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,9.640000343322754,9.960000038146973,9.350000381469728,9.699999809265137,659500.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,9.619999885559082,9.6899995803833,8.880000114440918,8.960000038146973,682400.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,8.970000267028809,9.02299976348877,8.229999542236328,8.520000457763672,568200.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,8.430000305175781,8.489999771118164,8.119999885559082,8.270000457763672,387800.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,8.199999809265137,8.404000282287598,7.800000190734863,8.119999885559082,356600.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,8.119999885559082,8.335000038146973,7.820000171661377,7.820000171661377,331700.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,7.800000190734863,7.909999847412109,7.5,7.599999904632568,301900.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,7.599999904632568,7.730000019073486,7.210000038146973,7.599999904632568,289700.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,7.590000152587891,8.069999694824219,7.467000007629394,7.869999885559082,196300.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,7.590000152587891,7.820000171661377,7.400000095367432,7.619999885559082,214100.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,7.590000152587891,7.757999897003174,7.260000228881836,7.579999923706055,175200.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,7.360000133514404,7.550000190734863,7.010000228881836,7.269999980926514,247900.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,7.099999904632568,7.130000114440918,6.46999979019165,6.46999979019165,329800.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,6.300000190734863,6.53000020980835,5.829999923706055,6.380000114440918,451900.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,6.409999847412109,6.478000164031982,6.0,6.0,422300.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,6.050000190734863,7.090000152587891,5.949999809265137,6.840000152587891,882300.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,6.909999847412109,7.039999961853027,6.300000190734863,6.300000190734863,476500.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,6.449999809265137,6.5980000495910645,6.010000228881836,6.199999809265137,281800.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,6.119999885559082,6.550000190734863,6.111000061035156,6.159999847412109,274300.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,6.230000019073486,6.539999961853027,6.050000190734863,6.28000020980835,518900.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,6.230000019073486,6.389999866485596,6.0,6.139999866485596,419800.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,6.199999809265137,6.699999809265137,6.150000095367432,6.380000114440918,533000.0,,,,,,,,,,
