Date,Open,High,Low,Close,Volume,"('Adj Close', 'USPH')","('Close', 'USPH')","('High', 'USPH')","('Low', 'USPH')","('Open', 'USPH')","('Volume', 'USPH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,93.61000061035156,96.27999877929688,93.12999725341795,93.47000122070312,72500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,93.47000122070312,93.47000122070312,91.69000244140624,92.33999633789062,89600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.23999786376952,94.44000244140624,92.75,93.31999969482422,69500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,92.48999786376952,95.0,92.48999786376952,92.79000091552734,68300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,92.66999816894533,94.37000274658205,92.5,94.3000030517578,60600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,93.19000244140624,94.37000274658205,92.66000366210938,93.68000030517578,50900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,93.12000274658205,96.4800033569336,93.12000274658205,94.72000122070312,47200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.91999816894533,95.68000030517578,93.79000091552734,95.23999786376952,90900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,96.3000030517578,97.18000030517578,93.77999877929688,94.6500015258789,59300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,93.66999816894533,95.73999786376952,93.38999938964844,95.61000061035156,77000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,94.66000366210938,95.47000122070312,92.43000030517578,92.8000030517578,53200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,93.27999877929688,93.83999633789062,91.83000183105467,93.83999633789062,75700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,94.47000122070312,95.33999633789062,92.3000030517578,93.44000244140624,89800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,94.38999938964844,97.0,94.38999938964844,94.80999755859376,76000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,95.69000244140624,95.69000244140624,93.4499969482422,93.91000366210938,48600.0,,,,,,,,,,
