Date,Open,High,Low,Close,Volume,"('Adj Close', 'NARI')","('Close', 'NARI')","('High', 'NARI')","('Low', 'NARI')","('Open', 'NARI')","('Volume', 'NARI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,64.33999633789062,66.3499984741211,63.9900016784668,65.76000213623047,552200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,65.83999633789062,65.86000061035156,62.720001220703125,63.20000076293945,635900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.459999084472656,64.02999877929688,62.540000915527344,62.869998931884766,686200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.20000076293945,64.66999816894531,61.34000015258789,64.05000305175781,818300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,64.70999908447266,65.94000244140625,64.33000183105469,65.5999984741211,565000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,59.72999954223633,63.59000015258789,58.59000015258789,58.9900016784668,1907400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,59.34999847412109,62.0,56.93999862670898,60.900001525878906,1863900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,60.65999984741211,60.790000915527344,57.93000030517578,58.72999954223633,894000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,58.90999984741211,60.36000061035156,57.630001068115234,57.84999847412109,560100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,57.63999938964844,59.61000061035156,57.630001068115234,58.91999816894531,731300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,58.650001525878906,59.20000076293945,57.52000045776367,58.18999862670898,735000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,58.27999877929688,59.04999923706055,56.619998931884766,58.02000045776367,500200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,58.0099983215332,58.15999984741211,56.720001220703125,57.4900016784668,585900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,58.02000045776367,58.310001373291016,55.81999969482422,57.54999923706055,1055600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,58.880001068115234,59.09000015258789,56.75,57.02999877929688,787500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,57.59000015258789,58.0099983215332,55.810001373291016,56.2599983215332,622700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,56.72999954223633,57.38999938964844,55.65999984741211,56.27000045776367,846400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,56.77000045776367,57.040000915527344,55.59999847412109,55.880001068115234,555700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,55.70000076293945,58.0,55.43999862670898,57.970001220703125,466100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,57.83000183105469,57.93000030517578,56.95000076293945,57.0099983215332,442000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,57.18000030517578,58.4900016784668,56.88999938964844,56.95000076293945,355800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,56.95000076293945,58.56999969482422,56.70000076293945,57.720001220703125,453700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,57.209999084472656,58.16999816894531,56.52000045776367,57.900001525878906,384400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,57.36000061035156,57.380001068115234,55.810001373291016,56.209999084472656,523000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,56.209999084472656,57.650001525878906,55.970001220703125,57.13999938964844,348100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,57.47999954223633,57.47999954223633,56.25,56.68999862670898,373200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,56.41999816894531,57.54999923706055,56.150001525878906,57.52999877929688,255700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,57.59000015258789,58.91999816894531,57.290000915527344,58.90999984741211,584400.0,,,,,,,,,,
