Date,Open,High,Low,Close,Volume,"('Adj Close', 'NWS')","('Close', 'NWS')","('High', 'NWS')","('Low', 'NWS')","('Open', 'NWS')","('Volume', 'NWS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.700000762939453,25.700000762939453,25.32999992370605,25.61000061035156,672300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.46999931335449,25.739999771118164,25.209999084472656,25.479999542236328,1067700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.549999237060547,25.600000381469727,25.25,25.3799991607666,953200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.399999618530277,25.82999992370605,25.36000061035156,25.57999992370605,1172500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.59000015258789,25.81999969482422,25.309999465942383,25.790000915527344,1363400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.649999618530277,25.690000534057617,25.36000061035156,25.3700008392334,622300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.26000022888184,25.51000022888184,25.229999542236328,25.31999969482422,753200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.36000061035156,25.399999618530277,24.989999771118164,25.3700008392334,711500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.5,25.65999984741211,25.21999931335449,25.34000015258789,476500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.07999992370605,25.34000015258789,24.63999938964844,24.799999237060547,864200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.520000457763672,24.770000457763672,24.43000030517578,24.51000022888184,959200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.520000457763672,24.700000762939453,24.31999969482422,24.59000015258789,786900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.59000015258789,25.020000457763672,24.5,25.01000022888184,1064200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.26000022888184,25.270000457763672,25.01000022888184,25.200000762939453,943500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.40999984741211,25.59000015258789,25.06999969482422,25.290000915527344,716800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.459999084472656,25.729999542236328,25.459999084472656,25.6299991607666,596100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.899999618530277,26.040000915527344,25.6299991607666,25.68000030517578,687500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,25.75,25.940000534057617,25.739999771118164,25.75,414600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,25.799999237060547,26.15999984741211,25.649999618530277,26.149999618530277,813200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,25.979999542236328,26.049999237060547,25.65999984741211,25.790000915527344,870400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.84000015258789,26.0,25.530000686645508,25.56999969482422,985000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.530000686645508,25.71999931335449,25.239999771118164,25.700000762939453,799200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.6299991607666,25.76000022888184,25.40999984741211,25.700000762939453,906000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,25.450000762939453,25.459999084472656,25.06999969482422,25.18000030517578,721200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,25.25,25.709999084472656,25.25,25.700000762939453,683000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,25.700000762939453,25.81999969482422,24.790000915527344,25.299999237060547,1082100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,26.989999771118164,28.920000076293945,26.75,27.01000022888184,2136100.0,,,,,,,,,,
