Date,Open,High,Low,Close,Volume,"('Adj Close', 'VNCE')","('Close', 'VNCE')","('High', 'VNCE')","('Low', 'VNCE')","('Open', 'VNCE')","('Volume', 'VNCE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.4100000858306885,3.4600000381469727,3.0,3.059999942779541,58200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.059999942779541,3.180000066757202,2.9800000190734863,3.109999895095825,22300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.0299999713897705,3.309999942779541,3.0299999713897705,3.220000028610229,21800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.299999952316284,3.470000028610229,3.1700000762939453,3.3499999046325684,15800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.430000066757202,3.609999895095825,3.359999895095825,3.490000009536743,11900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.490000009536743,4.210000038146973,3.490000009536743,4.199999809265137,65800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.300000190734863,4.730000019073486,4.300000190734863,4.610000133514404,48900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.670000076293945,4.670000076293945,3.450000047683716,3.7699999809265137,98300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.690000057220459,3.799999952316284,3.670000076293945,3.75,15200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.799999952316284,3.799999952316284,2.859999895095825,2.9800000190734863,46200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.069999933242798,3.140000104904175,2.8499999046325684,2.9800000190734863,24500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.930000066757202,3.190000057220459,2.8399999141693115,3.0199999809265137,15000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0199999809265137,3.0799999237060547,2.950000047683716,2.9600000381469727,6900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.940000057220459,3.299999952316284,2.940000057220459,3.2699999809265137,30200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.2100000381469727,3.25,3.0199999809265137,3.0199999809265137,13600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.140000104904175,3.1600000858306885,2.970000028610229,3.0199999809265137,15100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.009999990463257,3.190000057220459,3.009999990463257,3.119999885559082,5400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.119999885559082,3.690000057220459,3.119999885559082,3.369999885559082,28400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.369999885559082,3.509999990463257,3.190000057220459,3.259999990463257,14300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.259999990463257,3.4800000190734863,3.240000009536743,3.380000114440918,20100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.359999895095825,3.470000028610229,3.2300000190734863,3.3399999141693115,14900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.450000047683716,3.450000047683716,3.200000047683716,3.299999952316284,13200.0,,,,,,,,,,
