Date,Open,High,Low,Close,Volume,"('Adj Close', 'GNTX')","('Close', 'GNTX')","('High', 'GNTX')","('Low', 'GNTX')","('Open', 'GNTX')","('Volume', 'GNTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.43000030517578,32.599998474121094,32.150001525878906,32.31999969482422,1025300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.93000030517578,31.950000762939453,31.32999992370605,31.36000061035156,1344400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.850000381469727,31.56999969482422,30.76000022888184,31.46999931335449,1554200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,31.36000061035156,32.0,31.36000061035156,31.770000457763672,1520000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.809999465942383,32.13999938964844,31.670000076293945,32.11000061035156,1168100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.920000076293945,32.060001373291016,31.600000381469727,31.770000457763672,1151000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,31.82999992370605,32.06999969482422,31.56999969482422,32.04999923706055,1281700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.08000183105469,32.56999969482422,31.8799991607666,32.5099983215332,1424600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.77000045776367,32.90999984741211,32.150001525878906,32.20000076293945,1046400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.979999542236328,32.400001525878906,31.88999938964844,32.380001068115234,1377600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.189998626708984,32.40999984741211,32.06999969482422,32.380001068115234,1221500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.470001220703125,32.689998626708984,32.16999816894531,32.599998474121094,1458600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.63999938964844,32.75,32.099998474121094,32.34000015258789,1564600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.560001373291016,32.720001220703125,32.38999938964844,32.4900016784668,1029100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.7599983215332,32.88999938964844,32.150001525878906,32.15999984741211,1080700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.36000061035156,32.40999984741211,31.61000061035156,31.649999618530277,1801200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,31.84000015258789,31.959999084472656,31.530000686645508,31.84000015258789,2066800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.72999954223633,34.33000183105469,32.22999954223633,33.91999816894531,4260500.0,,,,,,,,,,
