Date,Open,High,Low,Close,Volume,"('Adj Close', 'GTN')","('Close', 'GTN')","('High', 'GTN')","('Low', 'GTN')","('Open', 'GTN')","('Volume', 'GTN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.84000015258789,9.390000343322754,8.619999885559082,9.130000114440918,888200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.960000038146973,8.979999542236328,8.739999771118164,8.84000015258789,819500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.930000305175781,8.979999542236328,8.8100004196167,8.869999885559082,621400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.779999732971191,9.199999809265137,8.739999771118164,8.9399995803833,896300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.90999984741211,9.34000015258789,8.850000381469727,9.329999923706056,560100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.140000343322754,9.239999771118164,9.09000015258789,9.15999984741211,566900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.15999984741211,9.31999969482422,9.119999885559082,9.270000457763672,477300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.1899995803833,9.229999542236328,8.899999618530273,9.220000267028809,783000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.329999923706056,9.529999732971191,9.18000030517578,9.18000030517578,488700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.050000190734863,9.050000190734863,8.800000190734863,8.859999656677246,577300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.640000343322754,9.020000457763672,8.520000457763672,9.020000457763672,655400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.079999923706056,9.100000381469728,8.569999694824219,8.720000267028809,608300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.739999771118164,8.949999809265137,8.539999961853027,8.920000076293945,581900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.09000015258789,9.40999984741211,9.0600004196167,9.380000114440918,706100.0,,,,,,,,,,
