Date,Open,High,Low,Close,Volume,"('Adj Close', 'REYN')","('Close', 'REYN')","('High', 'REYN')","('Low', 'REYN')","('Open', 'REYN')","('Volume', 'REYN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.71999931335449,27.200000762939453,26.71999931335449,27.13999938964844,300900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.149999618530277,27.149999618530277,26.81999969482422,26.88999938964844,389500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,26.75,27.040000915527344,26.641000747680664,26.90999984741211,924500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.82999992370605,26.923999786376957,26.5,26.65999984741211,521300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.57999992370605,26.81999969482422,26.56999969482422,26.81999969482422,344100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.81999969482422,27.26000022888184,26.70499992370605,27.239999771118164,370700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.270000457763672,27.424999237060547,27.049999237060547,27.049999237060547,338900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,27.1200008392334,27.32999992370605,26.895000457763672,27.26000022888184,314800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.5,27.6299991607666,27.25,27.290000915527344,220100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,27.290000915527344,27.30500030517578,27.0,27.100000381469727,249800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.01000022888184,27.309999465942383,26.950000762939453,27.21999931335449,237200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,27.190000534057617,27.25900077819824,27.030000686645508,27.15999984741211,251300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.399999618530277,27.399999618530277,27.0,27.11000061035156,279300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,27.07999992370605,27.36000061035156,27.0,27.299999237060547,228100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,27.350000381469727,27.655000686645508,27.32999992370605,27.43000030517578,248600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,27.36000061035156,27.440000534057617,26.90999984741211,26.90999984741211,218800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.950000762939453,27.170000076293945,26.940000534057617,27.170000076293945,203100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,27.21999931335449,27.34000015258789,27.149999618530277,27.229999542236328,358400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,27.309999465942383,27.440000534057617,27.149999618530277,27.43000030517578,170600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,27.440000534057617,27.559999465942383,27.229999542236328,27.530000686645508,209600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,27.57999992370605,27.6200008392334,27.05599975585937,27.170000076293945,173000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.26000022888184,27.729999542236328,27.059999465942383,27.729999542236328,323400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,27.670000076293945,28.0,27.420000076293945,27.75,557900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,27.809999465942383,27.90999984741211,27.68000030517578,27.75,446800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,27.899999618530277,27.972999572753903,27.6200008392334,27.81999969482422,440000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,28.479999542236328,29.850000381469727,28.229999542236328,28.3799991607666,1056500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,28.530000686645508,28.68000030517578,28.31999969482422,28.51000022888184,503700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,28.530000686645508,28.76000022888184,28.3799991607666,28.43000030517578,571600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,28.5,28.6200008392334,28.43000030517578,28.51000022888184,809900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,28.56999969482422,28.670000076293945,28.20499992370605,28.440000534057617,589000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,28.25,28.40999984741211,28.18000030517578,28.299999237060547,688500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,28.399999618530277,28.729999542236328,28.200000762939453,28.600000381469727,2096900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,28.799999237060547,29.1299991607666,28.6299991607666,28.71999931335449,791000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,28.8799991607666,29.209999084472656,28.753999710083008,29.190000534057617,665900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,29.31999969482422,29.43000030517578,29.149999618530277,29.38999938964844,517700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,29.299999237060547,29.459999084472656,29.11000061035156,29.38999938964844,890400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,29.450000762939453,29.71999931335449,29.3700008392334,29.57999992370605,534500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,29.6299991607666,29.6299991607666,29.280000686645508,29.32999992370605,519900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,29.25,29.520000457763672,29.15999984741211,29.38999938964844,734800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,29.36000061035156,29.59499931335449,29.21500015258789,29.530000686645508,675100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,29.46999931335449,29.68000030517578,29.33699989318848,29.5,727500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,29.530000686645508,29.6200008392334,29.25,29.399999618530277,703300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,29.43000030517578,29.614999771118164,29.290000915527344,29.540000915527344,560800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,29.56999969482422,29.649999618530277,29.059999465942383,29.059999465942383,594300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,29.07999992370605,29.40999984741211,29.020000457763672,29.1200008392334,491900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,29.170000076293945,29.299999237060547,28.700000762939453,28.739999771118164,774100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,28.739999771118164,29.225000381469727,28.540000915527344,28.959999084472656,790200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,28.989999771118164,29.15999984741211,28.774999618530277,28.799999237060547,501800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,28.75,28.989999771118164,28.74799919128418,28.96999931335449,629200.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,29.13999938964844,29.190000534057617,28.920000076293945,29.18000030517578,902800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,29.1299991607666,29.239999771118164,28.450000762939453,28.520000457763672,662000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,28.459999084472656,28.86000061035156,28.459999084472656,28.84000015258789,6444000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,28.6200008392334,28.933000564575195,28.25,28.26000022888184,706900.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,28.32999992370605,28.739999771118164,28.32999992370605,28.65999984741211,563300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,28.690000534057617,28.729999542236328,28.26000022888184,28.290000915527344,506300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,28.25,28.25,27.989999771118164,28.059999465942383,524900.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,28.25,28.32999992370605,28.1200008392334,28.25,469700.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,28.31999969482422,28.520000457763672,28.309999465942383,28.34000015258789,321100.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,28.40999984741211,28.489999771118164,28.25,28.3799991607666,381200.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,28.38999938964844,28.770000457763672,28.38999938964844,28.770000457763672,509600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,28.920000076293945,28.920000076293945,28.530000686645508,28.559999465942383,373300.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,28.670000076293945,29.0,28.540000915527344,28.940000534057617,658800.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,28.8700008392334,28.8700008392334,28.420000076293945,28.75,395200.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,28.739999771118164,28.739999771118164,28.299999237060547,28.350000381469727,365900.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,28.3799991607666,28.520000457763672,28.09000015258789,28.209999084472656,355400.0,,,,,,,,,,
