Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATNM')","('Close', 'ATNM')","('High', 'ATNM')","('Low', 'ATNM')","('Open', 'ATNM')","('Volume', 'ATNM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.170000076293945,5.449999809265137,5.070000171661377,5.320000171661377,302700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.25,5.389999866485596,5.150000095367432,5.320000171661377,184900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.300000190734863,5.449999809265137,5.03000020980835,5.21999979019165,202400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.150000095367432,5.150000095367432,4.974999904632568,5.050000190734863,166100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.050000190734863,5.5,5.010000228881836,5.449999809265137,204500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.389999866485596,5.449999809265137,5.150000095367432,5.170000076293945,235000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.190000057220459,5.400000095367432,5.190000057220459,5.340000152587891,142800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.369999885559082,5.380000114440918,5.110000133514404,5.170000076293945,151900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.199999809265137,5.360000133514404,5.103000164031982,5.139999866485596,165400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.139999866485596,5.389999866485596,5.070000171661377,5.340000152587891,155000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.239999771118164,5.304999828338623,5.090000152587891,5.210000038146973,140600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.170000076293945,5.170000076293945,4.800000190734863,5.0,275400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.019999980926514,5.050000190734863,4.860000133514404,5.019999980926514,119800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.0,5.320000171661377,4.96999979019165,5.309999942779541,186600.0,,,,,,,,,,
