Date,Open,High,Low,Close,Volume,"('Adj Close', 'OTRK')","('Close', 'OTRK')","('High', 'OTRK')","('Low', 'OTRK')","('Open', 'OTRK')","('Volume', 'OTRK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.0,6.150000095367432,5.699999809265137,5.849999904632568,6060.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.0,6.300000190734863,5.400000095367432,5.699999809265137,9013.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.849999904632568,6.300000190734863,5.400000095367432,5.400000095367432,4133.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.699999809265137,6.0,5.550000190734863,5.550000190734863,2760.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.849999904632568,5.849999904632568,5.400000095367432,5.400000095367432,3853.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.699999809265137,5.699999809265137,4.800000190734863,4.949999809265137,14507.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.099999904632568,5.099999904632568,4.650000095367432,4.650000095367432,10787.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.800000190734863,4.800000190734863,4.349999904632568,4.5,5827.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.5,4.800000190734863,4.199999809265137,4.349999904632568,6960.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.5,4.5,4.050000190734863,4.199999809265137,12187.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.050000190734863,4.199999809265137,3.75,4.050000190734863,6807.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.199999809265137,4.199999809265137,3.5999999046325684,3.75,8447.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.75,3.900000095367432,3.75,3.900000095367432,2473.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.900000095367432,4.050000190734863,3.450000047683716,3.75,9200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.75,3.75,3.299999952316284,3.450000047683716,8533.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.450000047683716,3.450000047683716,3.0,3.450000047683716,23407.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.450000047683716,3.5999999046325684,3.150000095367432,3.5999999046325684,6107.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.5999999046325684,3.75,3.299999952316284,3.5999999046325684,8320.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.5999999046325684,3.75,3.299999952316284,3.299999952316284,24773.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.299999952316284,3.450000047683716,3.0,3.150000095367432,7200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.150000095367432,3.299999952316284,3.0,3.299999952316284,28453.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.450000047683716,3.450000047683716,3.0,3.150000095367432,22133.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.150000095367432,3.5999999046325684,3.150000095367432,3.299999952316284,14067.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.450000047683716,3.450000047683716,2.8499999046325684,3.0,29007.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.0,3.0,2.25,2.700000047683716,37433.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.0,3.150000095367432,2.700000047683716,2.700000047683716,23093.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.700000047683716,2.700000047683716,2.549999952316284,2.549999952316284,21527.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.549999952316284,2.8499999046325684,2.400000095367432,2.700000047683716,36133.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.8499999046325684,3.150000095367432,2.549999952316284,2.700000047683716,64020.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.700000047683716,2.700000047683716,2.549999952316284,2.700000047683716,8613.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.549999952316284,2.700000047683716,2.549999952316284,2.700000047683716,12647.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.8499999046325684,2.8499999046325684,2.700000047683716,2.8499999046325684,10560.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.8499999046325684,2.8499999046325684,2.549999952316284,2.8499999046325684,7680.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.8499999046325684,3.0,2.700000047683716,3.0,17187.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.0,3.150000095367432,2.8499999046325684,3.150000095367432,7667.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.8499999046325684,3.0,2.700000047683716,3.0,11167.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.0,3.150000095367432,2.700000047683716,2.8499999046325684,6427.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.8499999046325684,3.150000095367432,2.700000047683716,3.0,47960.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.299999952316284,3.75,2.700000047683716,2.8499999046325684,257167.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.8499999046325684,3.0,2.549999952316284,2.700000047683716,50073.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.0,3.0,2.400000095367432,2.400000095367432,127460.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.549999952316284,2.700000047683716,2.400000095367432,2.400000095367432,66293.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.400000095367432,2.400000095367432,2.0999999046325684,2.25,71347.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,2.400000095367432,2.400000095367432,2.25,2.400000095367432,22640.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,2.400000095367432,2.549999952316284,2.25,2.400000095367432,25420.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,2.400000095367432,2.400000095367432,2.0999999046325684,2.400000095367432,21673.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,2.400000095367432,2.400000095367432,2.0999999046325684,2.25,25913.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,2.400000095367432,2.549999952316284,2.25,2.400000095367432,27120.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,2.549999952316284,2.549999952316284,2.400000095367432,2.400000095367432,29340.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,2.400000095367432,2.8499999046325684,2.400000095367432,2.700000047683716,41360.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,2.700000047683716,2.700000047683716,2.400000095367432,2.549999952316284,15780.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,2.549999952316284,3.0,2.549999952316284,2.700000047683716,38320.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,2.8499999046325684,3.0,2.700000047683716,2.8499999046325684,916253.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,7.650000095367432,9.300000190734863,5.099999904632568,6.599999904632568,14295347.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,5.400000095367432,5.550000190734863,4.650000095367432,4.800000190734863,745413.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,4.349999904632568,4.5,3.5999999046325684,3.900000095367432,431173.0,,,,,,,,,,
