Date,Open,High,Low,Close,Volume,"('Adj Close', 'MSM')","('Close', 'MSM')","('High', 'MSM')","('Low', 'MSM')","('Open', 'MSM')","('Volume', 'MSM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,100.5500030517578,101.55999755859376,99.3000030517578,99.5,575400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,98.9000015258789,98.9000015258789,97.02999877929688,97.12999725341795,273000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,97.12999725341795,97.52999877929688,96.31999969482422,96.91000366210938,361400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,96.25,97.16000366210938,95.6500015258789,95.9000015258789,607900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,95.38999938964844,95.80999755859376,94.88999938964844,95.62000274658205,727100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,92.25,94.02999877929688,90.86000061035156,92.62999725341795,1282300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,93.13999938964844,94.13999938964844,92.7300033569336,93.80999755859376,759200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.9499969482422,95.27999877929688,93.30999755859376,95.25,643900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.81999969482422,96.11000061035156,94.63999938964844,95.95999908447266,474900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,95.3499984741211,96.12000274658205,95.25,95.87999725341795,629300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,95.1500015258789,95.75,94.5199966430664,94.55999755859376,484100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,95.33000183105467,96.5500030517578,94.97000122070312,96.43000030517578,641100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,96.51000213623048,97.48999786376952,95.6999969482422,97.0,415300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,97.5,98.5500030517578,96.79000091552734,97.6999969482422,567400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,98.12000274658205,98.12000274658205,96.58999633789062,96.73999786376952,393800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,97.22000122070312,97.22000122070312,95.08999633789062,95.27999877929688,334300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,95.61000061035156,96.9800033569336,95.61000061035156,96.80999755859376,323900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,97.22000122070312,98.27999877929688,96.33999633789062,97.02999877929688,297600.0,,,,,,,,,,
