Date,Open,High,Low,Close,Volume,"('Adj Close', 'FSLY')","('Close', 'FSLY')","('High', 'FSLY')","('Low', 'FSLY')","('Open', 'FSLY')","('Volume', 'FSLY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,17.610000610351562,17.854999542236328,17.139999389648438,17.489999771118164,2478700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.010000228881836,17.260000228881836,16.360000610351562,16.3700008392334,2820500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,16.299999237060547,16.54800033569336,16.020000457763672,16.3700008392334,1929100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,16.079999923706055,16.690000534057617,16.079999923706055,16.170000076293945,1781900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,16.799999237060547,18.3700008392334,16.639999389648438,18.36000061035156,3518900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.1299991607666,18.3700008392334,17.270000457763672,17.579999923706055,2176700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.479999542236328,17.809999465942383,17.15999984741211,17.709999084472656,1841500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.65999984741211,17.799999237060547,16.959999084472656,17.56999969482422,1722900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.65999984741211,18.299999237060547,17.559999465942383,17.8700008392334,2382400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.350000381469727,17.815000534057617,17.110000610351562,17.530000686645508,2035700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.239999771118164,17.670000076293945,16.93000030517578,17.59000015258789,2372600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.0,18.18000030517578,17.190000534057617,17.799999237060547,2304400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.0,18.809999465942383,17.719999313354492,18.76000022888184,4567900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.71999931335449,21.149999618530277,19.3700008392334,20.31999969482422,6458500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.84000015258789,20.920000076293945,20.239999771118164,20.6200008392334,2415000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.06999969482422,21.674999237060547,20.45499992370605,20.530000686645508,2987300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.96999931335449,21.03499984741211,20.479999542236328,20.68000030517578,1811800.0,,,,,,,,,,
