Date,Open,High,Low,Close,Volume,"('Adj Close', 'PMD')","('Close', 'PMD')","('High', 'PMD')","('Low', 'PMD')","('Open', 'PMD')","('Volume', 'PMD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.9200000762939453,3.4200000762939453,2.9200000762939453,3.390000104904175,33950.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.549999952316284,3.819999933242798,3.4200000762939453,3.7799999713897705,32103.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.839999914169312,3.839999914169312,3.744999885559082,3.7899999618530273,4941.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.759999990463257,3.930000066757202,3.623199939727783,3.75,22668.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.5999999046325684,3.75,3.5999999046325684,3.740000009536743,11337.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.7100000381469727,3.8350000381469727,3.551300048828125,3.640000104904175,54813.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.5999999046325684,3.670000076293945,3.5999999046325684,3.619999885559082,12202.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.509999990463257,3.555000066757202,3.3949999809265137,3.4800000190734863,14368.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.4800000190734863,3.609999895095825,3.359999895095825,3.440000057220459,61579.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.440000057220459,3.574700117111206,3.299999952316284,3.400000095367432,37163.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.549999952316284,3.640000104904175,3.400000095367432,3.400000095367432,4240.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.400000095367432,3.400000095367432,3.390000104904175,3.390000104904175,3632.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.4100000858306885,3.4100000858306885,3.3201000690460205,3.3399999141693115,8640.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.365000009536743,3.5999999046325684,3.365000009536743,3.400000095367432,7154.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.440000057220459,3.440000057220459,3.3299999237060547,3.3399999141693115,6236.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.3687000274658203,3.400000095367432,3.319999933242798,3.3299999237060547,9155.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.4600000381469727,3.4600000381469727,3.150000095367432,3.150000095367432,10245.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.2799999713897705,3.4560999870300293,3.1700000762939453,3.1700000762939453,4039.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.150000095367432,3.4507999420166016,3.150000095367432,3.3499999046325684,1280.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.3315999507904053,3.4800000190734863,3.299999952316284,3.309999942779541,9614.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.299999952316284,3.299999952316284,3.1600000858306885,3.200000047683716,9836.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.2100000381469727,3.309900045394897,3.200000047683716,3.2100000381469727,5806.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.200000047683716,3.299999952316284,3.0299999713897705,3.150000095367432,22706.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.059999942779541,3.25,3.0199999809265137,3.049999952316284,32096.0,,,,,,,,,,
