Date,Open,High,Low,Close,Volume,"('Adj Close', 'EGP')","('Close', 'EGP')","('High', 'EGP')","('Low', 'EGP')","('Open', 'EGP')","('Volume', 'EGP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,182.94000244140625,185.0399932861328,182.94000244140625,184.30999755859372,321200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,182.75999450683597,182.75999450683597,180.3300018310547,180.77999877929688,402700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,180.69000244140625,182.13999938964844,178.6199951171875,180.1300048828125,361100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,178.77000427246094,181.92999267578125,177.9199981689453,179.32000732421875,378300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,179.32000732421875,182.77999877929688,178.97000122070312,181.9900054931641,271700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,180.3000030517578,183.05999755859372,179.6199951171875,182.1699981689453,148800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,182.3500061035156,184.1499938964844,181.9600067138672,182.8699951171875,171100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,182.1199951171875,182.2899932861328,179.6300048828125,179.85000610351562,223900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,181.67999267578125,182.1300048828125,179.1300048828125,180.6199951171875,202000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,179.10000610351562,180.8800048828125,177.8800048828125,179.02000427246094,257100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,176.66000366210938,178.02999877929688,175.02000427246094,177.52999877929688,343300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,177.5800018310547,178.00999450683594,175.1999969482422,176.75,193200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,177.52000427246094,182.6300048828125,177.27000427246094,181.55999755859372,293000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,182.2700042724609,184.33999633789065,182.2700042724609,183.5,260200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,184.72000122070312,184.72000122070312,181.6499938964844,181.72999572753903,216500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,184.00999450683597,184.00999450683597,177.82000732421875,177.91000366210938,218300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,180.10000610351562,180.5399932861328,178.0399932861328,178.55999755859375,174500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,179.5500030517578,179.94000244140625,177.41000366210938,178.97000122070312,135000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,178.8300018310547,180.10000610351562,178.55999755859375,179.57000732421875,123600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,178.58999633789062,179.8000030517578,177.1199951171875,178.7100067138672,180000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,179.3800048828125,181.13999938964844,176.39999389648438,177.42999267578125,287900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,176.99000549316406,183.0,176.13999938964844,182.94000244140625,378200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,180.6999969482422,184.0200042724609,178.38999938964844,183.1100006103516,378600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,180.8800048828125,180.8800048828125,177.94000244140625,178.3300018310547,220300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,179.2899932861328,181.47999572753903,178.02000427246094,181.1000061035156,248400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,181.22999572753903,181.63999938964844,179.1699981689453,179.35000610351562,264300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,181.05999755859372,185.5,180.2400054931641,184.9600067138672,515800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,185.44000244140625,186.97999572753903,183.5800018310547,186.1100006103516,236000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,187.6499938964844,188.5500030517578,185.05999755859372,185.3000030517578,311200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,180.8800048828125,183.38999938964844,179.52000427246094,183.27999877929688,391400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,183.8999938964844,184.6699981689453,182.30999755859372,183.4600067138672,202400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,184.57000732421875,186.38999938964844,184.41000366210935,184.91000366210935,191500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,183.69000244140625,185.0,182.1699981689453,182.7100067138672,278700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,181.3300018310547,183.32000732421875,180.8699951171875,181.47999572753903,290600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,181.6100006103516,182.67999267578125,180.97000122070312,182.2899932861328,168100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,182.6199951171875,182.8500061035156,181.4900054931641,182.0800018310547,276400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,181.9600067138672,182.17999267578125,180.7899932861328,180.92999267578125,229700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,180.3000030517578,180.7100067138672,177.77999877929688,179.1699981689453,213700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,180.2899932861328,180.75999450683597,176.7100067138672,177.32000732421875,221600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,176.88999938964844,178.8800048828125,176.55999755859375,177.0,294200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,178.57000732421875,178.8300018310547,175.47000122070312,175.69000244140625,712600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,175.0,179.39999389648438,173.0,179.0,336600.0,,,,,,,,,,
