Date,Open,High,Low,Close,Volume,"('Adj Close', 'HALO')","('Close', 'HALO')","('High', 'HALO')","('Low', 'HALO')","('Open', 'HALO')","('Volume', 'HALO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.83000183105469,38.290000915527344,36.79999923706055,37.38999938964844,1563800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,37.36000061035156,37.36000061035156,35.34000015258789,35.779998779296875,1789900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,35.880001068115234,36.93000030517578,35.439998626708984,36.54999923706055,2025500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.150001525878906,36.20000076293945,34.869998931884766,35.119998931884766,1909200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,35.0,35.689998626708984,34.40999984741211,35.5099983215332,2847800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,35.13999938964844,35.77000045776367,34.650001525878906,34.9900016784668,1753100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.869998931884766,35.2400016784668,33.97999954223633,34.630001068115234,1872200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.22999954223633,34.529998779296875,33.66999816894531,34.029998779296875,1457300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,34.61000061035156,35.099998474121094,34.18000030517578,34.43000030517578,1396500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,34.15999984741211,36.52999877929688,33.900001525878906,36.36000061035156,2646400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,35.95000076293945,36.93999862670898,33.66999816894531,36.040000915527344,3214300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.25,36.47999954223633,33.790000915527344,34.93000030517578,1870300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,34.939998626708984,34.939998626708984,34.0099983215332,34.150001525878906,4074400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,34.2599983215332,35.09000015258789,33.86000061035156,34.0099983215332,1744400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.20000076293945,34.790000915527344,33.79999923706055,34.75,1186000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,35.02000045776367,35.47999954223633,34.54999923706055,35.04999923706055,1778600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,35.31999969482422,35.54999923706055,33.880001068115234,34.5099983215332,1271300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,34.75,34.939998626708984,34.11000061035156,34.209999084472656,1114300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,34.209999084472656,34.540000915527344,33.77000045776367,34.40999984741211,961800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.2599983215332,34.41999816894531,33.77000045776367,33.77000045776367,985400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,33.790000915527344,34.95000076293945,33.77000045776367,33.849998474121094,1266100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,33.880001068115234,34.380001068115234,33.459999084472656,34.2599983215332,1095200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,33.79999923706055,34.61000061035156,33.150001525878906,33.68000030517578,1135100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,33.29999923706055,34.04999923706055,33.150001525878906,33.68000030517578,1011900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.63999938964844,35.400001525878906,33.63999938964844,35.02000045776367,1237300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,35.02000045776367,35.81999969482422,34.599998474121094,35.310001373291016,1277600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,35.189998626708984,35.439998626708984,34.68000030517578,35.2400016784668,800000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,35.380001068115234,35.630001068115234,34.869998931884766,35.4900016784668,941000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,35.58000183105469,35.79999923706055,35.25,35.689998626708984,1014700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,35.08000183105469,35.4900016784668,34.36000061035156,34.63999938964844,1196400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,35.20000076293945,35.209999084472656,34.70000076293945,35.060001373291016,885400.0,,,,,,,,,,
