Date,Open,High,Low,Close,Volume,"('Adj Close', 'TPC')","('Close', 'TPC')","('High', 'TPC')","('Low', 'TPC')","('Open', 'TPC')","('Volume', 'TPC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.010000228881836,9.06999969482422,8.9399995803833,9.039999961853027,142200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.9399995803833,8.979999542236328,8.789999961853027,8.789999961853027,201500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.899999618530273,8.979999542236328,8.710000038146973,8.770000457763672,200700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.699999809265137,9.020000457763672,8.609999656677246,8.899999618530273,400300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.890000343322754,9.15999984741211,8.890000343322754,9.079999923706056,181200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.989999771118164,9.0,8.569999694824219,8.75,186400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.699999809265137,9.029999732971191,8.699999809265137,9.029999732971191,111500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.970000267028809,9.06999969482422,8.819999694824219,8.890000343322754,141000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.0600004196167,9.0600004196167,8.789999961853027,8.829999923706055,86700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.699999809265137,8.770000457763672,8.619999885559082,8.729999542236328,117700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.510000228881836,8.5600004196167,8.119999885559082,8.329999923706055,241800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.369999885559082,8.369999885559082,7.980000019073486,8.079999923706055,213800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.15999984741211,8.220000267028809,7.829999923706055,8.140000343322754,600800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.25,8.5,8.239999771118164,8.489999771118164,203700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.619999885559082,8.640000343322754,8.34000015258789,8.489999771118164,189600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.600000381469727,8.739999771118164,8.470000267028809,8.529999732971191,110700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.720000267028809,8.880000114440918,8.649999618530273,8.84000015258789,264900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.920000076293945,8.970000267028809,8.670000076293945,8.819999694824219,303400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.8100004196167,9.079999923706056,8.720000267028809,9.0600004196167,378300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,9.020000457763672,9.15999984741211,8.880000114440918,8.970000267028809,412400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.0,9.470000267028809,8.949999809265137,8.960000038146973,640800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.0,9.170000076293944,8.869999885559082,9.140000343322754,190700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.010000228881836,9.029999732971191,8.739999771118164,8.850000381469727,175700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.779999732971191,8.779999732971191,8.520000457763672,8.699999809265137,137100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.710000038146973,8.90999984741211,8.710000038146973,8.899999618530273,103600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.949999809265137,8.949999809265137,8.710000038146973,8.819999694824219,113300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,8.800000190734863,8.960000038146973,8.779999732971191,8.859999656677246,100100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,8.829999923706055,8.920000076293945,8.699999809265137,8.90999984741211,158800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,8.949999809265137,9.260000228881836,8.949999809265137,9.1899995803833,157700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.9399995803833,8.9399995803833,8.449999809265137,8.470000267028809,188900.0,,,,,,,,,,
