Date,Open,High,Low,Close,Volume,"('Adj Close', 'CBSH')","('Close', 'CBSH')","('High', 'CBSH')","('Low', 'CBSH')","('Open', 'CBSH')","('Volume', 'CBSH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,50.48571395874024,51.904762268066406,50.48571395874024,51.64761734008789,556500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,51.19047546386719,51.28571319580078,50.25714111328125,50.30476379394531,504945.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.18095016479492,51.08571243286133,50.0476188659668,50.847618103027344,406455.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,50.53333282470703,51.5428581237793,50.30476379394531,51.10476303100586,669375.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.72380828857422,51.52381134033203,50.514286041259766,51.43809509277344,350280.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.82857131958008,51.28571319580078,50.619049072265625,50.847618103027344,282660.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.65714263916016,51.380950927734375,50.36190414428711,51.20000076293945,351225.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.75238037109375,51.10476303100586,49.83809661865234,50.4476203918457,434595.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,50.59999847412109,51.0476188659668,49.89523696899414,50.33333206176758,494550.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.57143020629883,50.01904678344727,49.26666641235352,49.87619018554688,629685.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,49.123809814453125,49.83809661865234,48.83809661865234,49.41904830932617,649740.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,50.400001525878906,51.26666641235352,49.88571548461914,50.47618865966797,520800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,51.14285659790039,51.94285583496094,50.46666717529297,51.93333435058594,462420.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,52.26666641235352,52.771427154541016,51.85714340209961,52.4476203918457,439005.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,52.761905670166016,53.0,51.66666793823242,51.66666793823242,505890.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,51.81904983520508,52.380950927734375,51.43809509277344,51.590476989746094,474285.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,51.92380905151367,52.33333206176758,50.4476203918457,50.91428756713867,859425.0,,,,,,,,,,
