Date,Open,High,Low,Close,Volume,"('Adj Close', 'OMER')","('Close', 'OMER')","('High', 'OMER')","('Low', 'OMER')","('Open', 'OMER')","('Volume', 'OMER')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.220000028610229,3.5199999809265137,3.130000114440918,3.289999961853028,938800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.289999961853028,3.289999961853028,2.8499999046325684,2.880000114440918,1062200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.950000047683716,3.039999961853028,2.759999990463257,3.0299999713897705,534300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.9600000381469727,3.109999895095825,2.9100000858306885,3.059999942779541,399200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.049999952316284,3.569999933242798,3.0199999809265137,3.569999933242798,654100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.549999952316284,4.03000020980835,3.470000028610229,3.950000047683716,973700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.940000057220459,3.9800000190734863,3.690000057220459,3.740000009536743,849000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.7100000381469727,3.849999904632568,3.5299999713897705,3.690000057220459,548600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.740000009536743,3.9700000286102295,3.4600000381469727,3.5299999713897705,594300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.450000047683716,3.640000104904175,3.369999885559082,3.4800000190734863,414500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.390000104904175,3.900000095367432,3.3299999237060547,3.880000114440918,983600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.869999885559082,4.079999923706055,3.670000076293945,3.869999885559082,992900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.890000104904175,3.930000066757202,3.7300000190734863,3.890000104904175,745500.0,,,,,,,,,,
