Date,Open,High,Low,Close,Volume,"('Adj Close', 'LPTH')","('Close', 'LPTH')","('High', 'LPTH')","('Low', 'LPTH')","('Open', 'LPTH')","('Volume', 'LPTH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.25,1.2899999618530271,1.25,1.2599999904632568,54400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.2599999904632568,1.2699999809265137,1.2200000286102295,1.25,43900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.25,1.2899999618530271,1.2200000286102295,1.2699999809265137,101300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.2400000095367432,1.2599999904632568,1.2100000381469729,1.2300000190734863,84500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.2200000286102295,1.25,1.2100000381469729,1.2300000190734863,24100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.2100000381469729,1.25,1.2100000381469729,1.2300000190734863,45700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.2200000286102295,1.25,1.2000000476837158,1.25,75600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.2599999904632568,1.2799999713897705,1.2300000190734863,1.25,48600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.2699999809265137,1.3200000524520874,1.25,1.2699999809265137,68200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2699999809265137,1.2999999523162842,1.2699999809265137,1.2699999809265137,29800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.25,1.2599999904632568,9900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.2899999618530271,1.340000033378601,1.2699999809265137,1.3200000524520874,93700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.3300000429153442,1.3700000047683716,1.2899999618530271,1.3700000047683716,32000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.3600000143051147,1.399999976158142,1.3600000143051147,1.3700000047683716,17600.0,,,,,,,,,,
