Date,Open,High,Low,Close,Volume,"('Adj Close', 'FISI')","('Close', 'FISI')","('High', 'FISI')","('Low', 'FISI')","('Open', 'FISI')","('Volume', 'FISI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.21999931335449,21.739999771118164,21.149999618530277,21.440000534057617,45200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.440000534057617,21.76000022888184,21.0,21.0,62200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.1200008392334,21.399999618530277,21.09000015258789,21.13999938964844,56600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.149999618530277,21.86000061035156,21.11000061035156,21.739999771118164,147300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.8700008392334,22.3799991607666,21.739999771118164,22.170000076293945,54200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.93000030517578,22.0,21.530000686645508,21.540000915527344,56300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,21.459999084472656,21.56999969482422,21.0,21.56999969482422,47200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.520000457763672,21.739999771118164,21.190000534057617,21.5,47100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.600000381469727,21.790000915527344,21.26000022888184,21.489999771118164,44800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,21.25,21.479999542236328,20.75,21.239999771118164,54700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.8799991607666,21.399999618530277,20.8799991607666,21.3799991607666,35300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.31999969482422,21.649999618530277,21.31999969482422,21.549999237060547,47600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.729999542236328,22.209999084472656,21.61000061035156,22.020000457763672,48100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.26000022888184,22.6200008392334,22.18000030517578,22.5,45900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.68000030517578,22.940000534057617,22.549999237060547,22.65999984741211,70200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.940000534057617,23.0,22.700000762939453,22.809999465942383,46100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.950000762939453,23.11000061035156,22.440000534057617,23.01000022888184,64500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.799999237060547,22.799999237060547,19.8700008392334,21.280000686645508,179900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.5,21.75,21.40999984741211,21.63999938964844,62600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,21.450000762939453,21.84000015258789,21.450000762939453,21.6200008392334,39700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.43000030517578,21.540000915527344,20.850000381469727,20.899999618530277,82700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.0,21.26000022888184,19.809999465942383,20.209999084472656,76600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,19.90999984741211,20.1200008392334,19.559999465942383,19.799999237060547,62700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.559999465942383,19.63999938964844,19.229999542236328,19.51000022888184,81900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,19.459999084472656,19.61000061035156,18.8799991607666,18.979999542236328,42500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,19.020000457763672,19.15999984741211,18.32999992370605,18.850000381469727,52100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,18.780000686645508,19.170000076293945,18.770000457763672,18.8799991607666,44200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,18.850000381469727,19.11000061035156,18.59000015258789,18.989999771118164,31800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,18.8700008392334,19.770000457763672,18.8700008392334,19.649999618530277,49800.0,,,,,,,,,,
