Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMKR')","('Close', 'AMKR')","('High', 'AMKR')","('Low', 'AMKR')","('Open', 'AMKR')","('Volume', 'AMKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.75,32.869998931884766,31.6299991607666,32.0,872600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.43000030517578,31.43000030517578,30.57999992370605,30.75,965000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.46999931335449,30.729999542236328,30.06999969482422,30.26000022888184,966000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.209999084472656,30.520000457763672,30.040000915527344,30.280000686645508,820200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.5,31.280000686645508,30.34000015258789,30.989999771118164,1082600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,30.40999984741211,31.0,30.280000686645508,30.739999771118164,796600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,30.700000762939453,30.76000022888184,29.809999465942383,30.399999618530277,664400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,30.25,30.440000534057617,29.649999618530277,30.36000061035156,805500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,30.59000015258789,30.690000534057617,29.82999992370605,30.1200008392334,687900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,29.940000534057617,30.61000061035156,29.700000762939453,30.600000381469727,1026500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,30.15999984741211,30.709999084472656,29.8799991607666,30.61000061035156,935200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.479999542236328,32.060001373291016,31.40999984741211,31.940000534057617,770900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.31999969482422,32.689998626708984,31.670000076293945,32.630001068115234,751700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,33.04999923706055,33.470001220703125,32.959999084472656,33.189998626708984,737900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.400001525878906,33.790000915527344,33.099998474121094,33.369998931884766,744500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,33.72999954223633,34.0099983215332,33.06999969482422,33.2400016784668,708800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,34.040000915527344,34.369998931884766,33.41999816894531,33.81999969482422,853200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.29999923706055,33.380001068115234,32.54999923706055,32.619998931884766,590400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,32.66999816894531,33.119998931884766,32.58000183105469,33.060001373291016,557600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,32.91999816894531,33.29999923706055,32.880001068115234,33.220001220703125,744300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,32.72999954223633,32.72999954223633,31.5,31.65999984741211,927700.0,,,,,,,,,,
