Date,Open,High,Low,Close,Volume,"('Adj Close', 'BOKF')","('Close', 'BOKF')","('High', 'BOKF')","('Low', 'BOKF')","('Open', 'BOKF')","('Volume', 'BOKF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,84.8499984741211,86.6500015258789,84.76000213623047,85.98999786376953,124100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,85.12000274658203,85.69999694824219,83.72000122070312,83.7300033569336,169300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,83.13999938964844,85.22000122070312,83.13999938964844,84.55999755859375,170700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,83.81999969482422,86.61000061035156,83.81999969482422,85.2300033569336,275000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,84.68000030517578,85.19999694824219,84.44999694824219,85.16000366210938,132900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,84.05000305175781,84.95999908447266,83.13999938964844,83.36000061035156,90100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,82.83000183105469,83.5999984741211,82.11000061035156,83.55000305175781,113000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,82.81999969482422,83.47000122070312,81.5,82.52999877929688,103100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.86000061035156,83.5199966430664,81.31999969482422,81.79000091552734,86100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,80.95999908447266,81.19000244140625,80.08999633789062,80.29000091552734,72500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,79.02999877929688,80.5199966430664,78.87999725341797,79.77999877929688,87200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,80.1500015258789,81.05999755859375,79.73999786376953,81.05000305175781,79200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,81.33999633789062,82.62000274658203,80.91999816894531,82.58999633789062,91400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,82.68000030517578,84.44999694824219,82.2300033569336,84.43000030517578,96500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.55999755859375,85.0,83.0,83.30999755859375,178100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,77.86000061035156,86.83999633789062,77.86000061035156,83.25,223100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,84.30000305175781,86.0999984741211,83.5999984741211,85.76000213623047,230300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,86.3499984741211,86.47000122070312,85.01000213623047,85.48999786376953,99800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,85.6500015258789,86.91000366210938,84.83000183105469,86.80999755859375,188700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,86.12999725341797,88.2699966430664,86.12999725341797,88.1500015258789,228800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,86.91999816894531,86.94999694824219,83.58999633789062,83.83999633789062,302800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,83.86000061035156,84.41000366210938,79.75,83.05999755859375,261400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,81.81999969482422,83.94000244140625,81.55000305175781,83.33999633789062,196300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,82.2699966430664,83.06999969482422,81.29000091552734,82.66000366210938,194600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,82.4000015258789,83.33000183105469,80.97000122070312,81.20999908447266,197500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,81.33000183105469,82.23999786376953,79.58000183105469,81.11000061035156,204200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,80.66000366210938,81.73999786376953,80.4800033569336,81.5199966430664,157300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,81.69000244140625,83.0,80.61000061035156,82.91000366210938,156500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,83.0,85.44999694824219,83.0,84.16000366210938,148900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,80.70999908447266,81.30000305175781,78.98999786376953,80.0,172400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,80.93000030517578,81.33999633789062,80.25,81.30000305175781,226500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,81.95999908447266,84.0999984741211,81.95999908447266,83.7300033569336,161200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,83.37999725341797,84.83999633789062,83.2699966430664,83.94000244140625,149100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,83.05999755859375,84.2699966430664,83.0199966430664,83.68000030517578,138700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,83.31999969482422,83.31999969482422,82.26000213623047,83.1500015258789,214600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,83.18000030517578,83.66000366210938,82.86000061035156,83.58000183105469,136800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,83.22000122070312,84.13999938964844,82.72000122070312,83.30999755859375,124300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,82.88999938964844,83.83999633789062,82.54000091552734,82.9800033569336,122500.0,,,,,,,,,,
