Date,Open,High,Low,Close,Volume,"('Adj Close', 'OVBC')","('Close', 'OVBC')","('High', 'OVBC')","('Low', 'OVBC')","('Open', 'OVBC')","('Volume', 'OVBC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.809999465942383,22.809999465942383,22.0,22.020000457763672,9900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.020000457763672,22.020000457763672,22.020000457763672,22.020000457763672,700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.739999771118164,21.739999771118164,21.68000030517578,21.68000030517578,2800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.68000030517578,21.68000030517578,21.670000076293945,21.670000076293945,2000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.75,22.280000686645508,21.75,22.280000686645508,900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.280000686645508,22.280000686645508,22.280000686645508,22.280000686645508,0.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,0.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,0.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.780000686645508,22.84000015258789,22.780000686645508,22.84000015258789,500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.84000015258789,22.84000015258789,22.84000015258789,22.84000015258789,0.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.25,23.13999938964844,22.25,23.13999938964844,1400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.38999938964844,25.0,22.88999938964844,24.0,6900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.0,25.0,24.020000457763672,24.020000457763672,1400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.0,24.01000022888184,24.0,24.01000022888184,1000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,24.01000022888184,24.700000762939453,24.01000022888184,24.100000381469727,1800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,24.350000381469727,24.489999771118164,24.100000381469727,24.489999771118164,1000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,24.049999237060547,24.049999237060547,24.049999237060547,24.049999237060547,600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,24.020000457763672,24.030000686645508,24.020000457763672,24.030000686645508,300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,24.11000061035156,24.11000061035156,24.0,24.06999969482422,1400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,24.049999237060547,24.049999237060547,24.049999237060547,24.049999237060547,500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,24.399999618530277,24.979999542236328,24.399999618530277,24.979999542236328,2100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,24.700000762939453,24.700000762939453,24.049999237060547,24.049999237060547,1000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,24.600000381469727,24.600000381469727,24.600000381469727,24.600000381469727,200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.56999969482422,24.899999618530277,24.0,24.899999618530277,5100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,24.11000061035156,24.11000061035156,24.0,24.0,6600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,24.81999969482422,25.0,24.770000457763672,24.770000457763672,800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,24.709999084472656,25.0,24.600000381469727,24.850000381469727,6800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,24.84000015258789,24.84000015258789,24.75,24.75,3000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,25.100000381469727,25.32999992370605,24.75,25.32999992370605,900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,25.32999992370605,25.32999992370605,25.32999992370605,25.32999992370605,0.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,24.850000381469727,25.5,24.84000015258789,25.479999542236328,4200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,25.190000534057617,25.190000534057617,24.8700008392334,24.8700008392334,800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,25.0,25.0,24.989999771118164,25.0,5000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,24.76000022888184,25.0,24.76000022888184,24.989999771118164,3200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,25.0,25.3799991607666,25.0,25.3799991607666,2700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,25.0,25.0,24.76000022888184,24.76000022888184,1000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,25.149999618530277,25.149999618530277,25.0,25.040000915527344,800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,25.020000457763672,25.020000457763672,25.020000457763672,25.020000457763672,400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,24.850000381469727,25.0,24.850000381469727,25.0,1600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,25.25,25.25,25.049999237060547,25.239999771118164,6400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,25.0,25.0,24.899999618530277,25.0,3300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,25.0,25.0,25.0,25.0,0.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,24.600000381469727,25.049999237060547,24.0,24.0,8800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,24.25,24.670000076293945,24.0,24.100000381469727,1900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,24.170000076293945,24.290000915527344,24.0,24.0,2500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,24.0,24.440000534057617,24.0,24.440000534057617,8300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,24.21999931335449,24.21999931335449,24.21999931335449,24.21999931335449,500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,24.399999618530277,24.82999992370605,22.81999969482422,23.549999237060547,24700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,24.07999992370605,24.07999992370605,23.5,23.700000762939453,4500.0,,,,,,,,,,
