Date,Open,High,Low,Close,Volume,"('Adj Close', 'IPWR')","('Close', 'IPWR')","('High', 'IPWR')","('Low', 'IPWR')","('Open', 'IPWR')","('Volume', 'IPWR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.800000190734863,8.020000457763672,7.699999809265137,7.75,12000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.918000221252441,7.918000221252441,7.5,7.744999885559082,17200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.699999809265137,8.479999542236328,7.699999809265137,8.420000076293945,17000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.25,8.670000076293945,7.96999979019165,7.96999979019165,17800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.390000343322754,8.390000343322754,7.900000095367432,8.079000473022461,11100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.187999725341797,8.329999923706055,7.929999828338623,8.154999732971191,9800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.220000267028809,8.25,7.811999797821045,7.929999828338623,9900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.980000019073486,7.980000019073486,7.684999942779541,7.809999942779541,7100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.800000190734863,7.909999847412109,7.71999979019165,7.909999847412109,3700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.739999771118164,8.324999809265137,7.715000152587891,8.0,20200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.0,8.244000434875488,7.744999885559082,7.744999885559082,21200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.75,7.849999904632568,7.309999942779541,7.440000057220459,15800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.445000171661377,7.800000190734863,7.300000190734863,7.800000190734863,23400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.699999809265137,8.069999694824219,7.539999961853027,7.559999942779541,7400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.489999771118164,7.738999843597412,7.369999885559082,7.369999885559082,8000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.309999942779541,7.53000020980835,6.800000190734863,6.900000095367432,31000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.052999973297119,7.380000114440918,7.039999961853027,7.099999904632568,10000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.170000076293945,7.28000020980835,7.0,7.010000228881836,31600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.0,7.460000038146973,6.953999996185303,7.25,20700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.079999923706055,7.392000198364258,7.03000020980835,7.090000152587891,14200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.429999828338623,7.678999900817871,7.210000038146973,7.25,19500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.349999904632568,7.570000171661377,7.060999870300293,7.309999942779541,5700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.400000095367432,7.699999809265137,7.400000095367432,7.550000190734863,11200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,7.449999809265137,7.460000038146973,7.210000038146973,7.269000053405762,5800.0,,,,,,,,,,
