Date,Open,High,Low,Close,Volume,"('Adj Close', 'FOR')","('Close', 'FOR')","('High', 'FOR')","('Low', 'FOR')","('Open', 'FOR')","('Volume', 'FOR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.7400016784668,32.869998931884766,32.11000061035156,32.380001068115234,140600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.75,32.22999954223633,31.59000015258789,31.899999618530277,177800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.0099983215332,33.810001373291016,32.720001220703125,33.70000076293945,335400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.540000915527344,34.369998931884766,33.540000915527344,33.970001220703125,189100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.22999954223633,34.93000030517578,34.099998474121094,34.27000045776367,145600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.04999923706055,34.16999816894531,33.5,33.58000183105469,155300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.650001525878906,34.279998779296875,33.650001525878906,34.27000045776367,127600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.189998626708984,34.52000045776367,33.560001373291016,34.029998779296875,148300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,34.31999969482422,34.38999938964844,33.619998931884766,33.970001220703125,104700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,33.970001220703125,33.97999954223633,33.400001525878906,33.72999954223633,198700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.20000076293945,33.709999084472656,32.939998626708984,33.29999923706055,133900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.5,33.720001220703125,33.029998779296875,33.65999984741211,169000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.75,34.119998931884766,33.29999923706055,33.91999816894531,136800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,34.09000015258789,35.29999923706055,34.09000015258789,34.77000045776367,300300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.72999954223633,38.72999954223633,32.189998626708984,32.43000030517578,447700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,33.27000045776367,33.599998474121094,31.729999542236328,31.739999771118164,341400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.47999954223633,32.939998626708984,31.65999984741211,32.29999923706055,219400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,32.40999984741211,32.68000030517578,31.920000076293945,32.630001068115234,165700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,32.709999084472656,32.709999084472656,31.93000030517578,31.93000030517578,173400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,31.90999984741211,32.060001373291016,31.399999618530277,31.76000022888184,228300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,31.770000457763672,32.54999923706055,31.229999542236328,31.26000022888184,186100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,31.26000022888184,31.899999618530277,31.209999084472656,31.790000915527344,128400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,31.520000457763672,31.71999931335449,31.100000381469727,31.26000022888184,152000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,31.0,31.0,30.25,30.43000030517578,185000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,30.63999938964844,31.209999084472656,30.489999771118164,30.8799991607666,216800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,30.989999771118164,31.76000022888184,30.90999984741211,31.3700008392334,188500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,31.36000061035156,31.86000061035156,31.290000915527344,31.690000534057617,134000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,31.68000030517578,32.4900016784668,31.600000381469727,32.349998474121094,125600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,32.31999969482422,33.2599983215332,32.16999816894531,33.0,152400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,31.93000030517578,31.950000762939453,31.270000457763672,31.75,175400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,32.189998626708984,32.599998474121094,31.65999984741211,32.56999969482422,122500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,32.900001525878906,33.15999984741211,32.58000183105469,32.650001525878906,152200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,32.27000045776367,32.5099983215332,31.600000381469727,31.729999542236328,120100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,31.40999984741211,31.979999542236328,31.25,31.920000076293945,175200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,32.0,32.779998779296875,31.8700008392334,32.720001220703125,222700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,32.91999816894531,33.099998474121094,32.220001220703125,32.36000061035156,194800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,32.400001525878906,33.0,32.31999969482422,32.86000061035156,143600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,32.75,33.779998779296875,32.75,33.529998779296875,227400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,33.709999084472656,33.95000076293945,32.93000030517578,33.0,144000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,32.70000076293945,33.09000015258789,32.599998474121094,32.869998931884766,118400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,33.2400016784668,33.77000045776367,33.060001373291016,33.720001220703125,178800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,33.72999954223633,34.380001068115234,33.33000183105469,34.380001068115234,164500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,34.5,35.04999923706055,34.2400016784668,34.25,244600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,34.150001525878906,34.84000015258789,33.900001525878906,34.27000045776367,154400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,34.66999816894531,35.0099983215332,34.31999969482422,34.95000076293945,196600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,35.2400016784668,37.68000030517578,35.2400016784668,37.06999969482422,351700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,37.16999816894531,38.290000915527344,36.88999938964844,37.380001068115234,338000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,37.380001068115234,37.61000061035156,36.34999847412109,36.65999984741211,205600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,36.560001373291016,36.9900016784668,36.41999816894531,36.7599983215332,167800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,36.900001525878906,37.54999923706055,36.900001525878906,37.0,421500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,36.869998931884766,37.16999816894531,35.93000030517578,36.220001220703125,217400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,35.93000030517578,36.68999862670898,35.7599983215332,36.06999969482422,230500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,36.04999923706055,36.310001373291016,35.63999938964844,35.779998779296875,209600.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,35.650001525878906,36.02000045776367,35.31999969482422,35.9900016784668,241000.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,36.04999923706055,37.27000045776367,35.95000076293945,37.16999816894531,268400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,37.59000015258789,37.790000915527344,37.220001220703125,37.310001373291016,328900.0,,,,,,,,,,
