Date,Open,High,Low,Close,Volume,"('Adj Close', 'SSP')","('Close', 'SSP')","('High', 'SSP')","('Low', 'SSP')","('Open', 'SSP')","('Volume', 'SSP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.900000095367432,8.40999984741211,7.579999923706055,7.880000114440918,501800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.690000057220459,7.800000190734863,7.519999980926514,7.619999885559082,389300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.679999828338623,7.800000190734863,7.539999961853027,7.690000057220459,324800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.610000133514404,8.1899995803833,7.570000171661377,8.0,532300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.96999979019165,8.210000038146973,7.789999961853027,8.0600004196167,304400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.800000190734863,7.860000133514404,7.409999847412109,7.550000190734863,381500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.449999809265137,7.840000152587891,7.309999942779541,7.840000152587891,210400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.809999942779541,7.860000133514404,7.559999942779541,7.849999904632568,271300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.050000190734863,8.210000038146973,7.800000190734863,7.829999923706055,169900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.739999771118164,7.739999771118164,7.480000019073486,7.519999980926514,231100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.25,7.639999866485596,7.239999771118164,7.610000133514404,241000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.659999847412109,7.800000190734863,7.150000095367432,7.239999771118164,333700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.300000190734863,7.550000190734863,7.159999847412109,7.550000190734863,203000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.639999866485596,8.15999984741211,7.599999904632568,8.09000015258789,305300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.279999732971191,8.319999694824219,7.96999979019165,8.09000015258789,272700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.399999618530273,8.609999656677246,8.199999809265137,8.25,297100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.479999542236328,9.199999809265137,8.479999542236328,9.119999885559082,325700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.140000343322754,9.350000381469728,8.789999961853027,8.970000267028809,287300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.010000228881836,9.149999618530272,8.680000305175781,8.720000267028809,239400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.569999694824219,8.569999694824219,8.220000267028809,8.229999542236328,203800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.260000228881836,8.390000343322754,7.960000038146973,7.96999979019165,227700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.109999656677246,8.34000015258789,7.820000171661377,8.15999984741211,205600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.949999809265137,8.029999732971191,7.699999809265137,7.849999904632568,224900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,7.519999980926514,7.539999961853027,7.309999942779541,7.360000133514404,221000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,7.360000133514404,7.690000057220459,7.28000020980835,7.429999828338623,213500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.440000057220459,7.579999923706055,5.349999904632568,5.639999866485596,1260300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.71999979019165,6.21999979019165,5.570000171661377,5.670000076293945,1003700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.610000133514404,5.949999809265137,5.610000133514404,5.869999885559082,923500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.860000133514404,7.099999904632568,5.860000133514404,7.03000020980835,680000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.519999980926514,6.659999847412109,6.239999771118164,6.239999771118164,460600.0,,,,,,,,,,
