Date,Open,High,Low,Close,Volume,"('Adj Close', 'RGTI')","('Close', 'RGTI')","('High', 'RGTI')","('Low', 'RGTI')","('Open', 'RGTI')","('Volume', 'RGTI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.0,1.0,0.912999987602234,0.9240000247955322,2911100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,0.9369999766349792,0.975000023841858,0.9039999842643738,0.968999981880188,2896000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,0.9900000095367432,1.0499999523162842,0.9700000286102296,1.0199999809265137,2152800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.0299999713897705,1.0399999618530271,0.99099999666214,1.0099999904632568,1036200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.0299999713897705,1.2000000476837158,1.0199999809265137,1.1399999856948853,4404000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.1200000047683716,1.2300000190734863,1.0700000524520874,1.1799999475479126,5220000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.1799999475479126,1.1799999475479126,1.100000023841858,1.1299999952316284,1967000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.100000023841858,1.14900004863739,1.0499999523162842,1.0700000524520874,2424000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.059999942779541,1.1200000047683716,1.0,1.0199999809265137,1983100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.0199999809265137,1.0390000343322754,0.9850000143051147,1.0099999904632568,1479700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.9850000143051147,0.9990000128746032,0.949999988079071,0.9660000205039978,1478800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.9900000095367432,1.0199999809265137,0.9549999833106996,0.9670000076293944,1132500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,0.9800000190734864,1.0399999618530271,0.9559999704360962,1.0099999904632568,1364000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.0299999713897705,1.100000023841858,1.0099999904632568,1.100000023841858,2507300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.100000023841858,1.1399999856948853,1.0800000429153442,1.1100000143051147,1826700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.1200000047683716,1.149999976158142,1.0750000476837158,1.090000033378601,1670400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.090000033378601,1.149999976158142,1.0230000019073486,1.0399999618530271,2772800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.0299999713897705,1.1100000143051147,1.0199999809265137,1.090000033378601,1939700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.100000023841858,1.1399999856948853,1.0399999618530271,1.1100000143051147,2507300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.1200000047683716,1.309999942779541,1.100000023841858,1.2400000095367432,10066500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.190000057220459,1.399999976158142,1.190000057220459,1.2400000095367432,8211100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.2799999713897705,1.3700000047683716,1.2000000476837158,1.3200000524520874,5762800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.3200000524520874,1.3300000429153442,1.2200000286102295,1.2699999809265137,3003500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.2899999618530271,1.2999999523162842,1.1399999856948853,1.1799999475479126,4145200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.2100000381469729,1.25,1.190000057220459,1.2400000095367432,2133600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.2699999809265137,1.2699999809265137,1.1100000143051147,1.1349999904632568,3464200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.149999976158142,1.1799999475479126,1.1299999952316284,1.159999966621399,2012000.0,,,,,,,,,,
