Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMRK')","('Close', 'AMRK')","('High', 'AMRK')","('Low', 'AMRK')","('Open', 'AMRK')","('Volume', 'AMRK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.09000015258789,30.940000534057617,29.325000762939453,29.43000030517578,315900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.1299991607666,29.8799991607666,28.493000030517575,28.520000457763672,316300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.600000381469727,29.549999237060547,28.46999931335449,29.270000457763672,262100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,29.049999237060547,29.81999969482422,28.83799934387207,29.149999618530277,174600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.979999542236328,29.38999938964844,28.25,29.31999969482422,203500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.1200008392334,29.270000457763672,28.450000762939453,28.690000534057617,219200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,28.479999542236328,28.684999465942383,27.8799991607666,28.489999771118164,327500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.399999618530277,28.6200008392334,27.56999969482422,27.59000015258789,195700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.84000015258789,29.424999237060547,27.84000015258789,28.6299991607666,336900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.190000534057617,28.65999984741211,28.049999237060547,28.59000015258789,237800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.0,28.43000030517578,27.71999931335449,28.3700008392334,188200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.420000076293945,28.57099914550781,27.899999618530277,28.239999771118164,176100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.3799991607666,28.3799991607666,27.280000686645508,27.3799991607666,253600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,27.489999771118164,27.899999618530277,27.399999618530277,27.81999969482422,235300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.1299991607666,28.38999938964844,27.559999465942383,28.15999984741211,169800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.6200008392334,28.6200008392334,27.709999084472656,27.799999237060547,120900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.13999938964844,28.13999938964844,27.15999984741211,27.239999771118164,145700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,27.489999771118164,27.59000015258789,26.96999931335449,26.989999771118164,189200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.950000762939453,28.229999542236328,26.770000457763672,28.209999084472656,201400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.1200008392334,28.1299991607666,27.149999618530277,27.149999618530277,141300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,26.899999618530277,28.1200008392334,26.8799991607666,26.96999931335449,180400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.01000022888184,27.84000015258789,26.96999931335449,27.84000015258789,190900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,27.540000915527344,27.540000915527344,26.979999542236328,27.200000762939453,160000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.959999084472656,27.020000457763672,26.09000015258789,26.65999984741211,287700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,27.520000457763672,28.049999237060547,26.854999542236328,27.11000061035156,286300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.0,26.56999969482422,24.690000534057617,26.18000030517578,682300.0,,,,,,,,,,
