Date,Open,High,Low,Close,Volume,"('Adj Close', 'BYFC')","('Close', 'BYFC')","('High', 'BYFC')","('Low', 'BYFC')","('Open', 'BYFC')","('Volume', 'BYFC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.829999923706055,6.829999923706055,6.829999923706055,6.829999923706055,700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.869999885559082,6.869999885559082,6.869999885559082,6.869999885559082,700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.46999979019165,7.099999904632568,6.46999979019165,7.010000228881836,4600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.0,7.260000228881836,7.0,7.0,9500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.050000190734863,7.050000190734863,7.0,7.0,1600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.0,7.0,6.96999979019165,6.96999979019165,1000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.849999904632568,6.849999904632568,6.599999904632568,6.599999904632568,1400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.449999809265137,6.449999809265137,6.400000095367432,6.400000095367432,1600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.349999904632568,6.539999961853027,6.159999847412109,6.28000020980835,2400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.239999771118164,6.239999771118164,6.199999809265137,6.199999809265137,1700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.110000133514404,6.5,6.110000133514404,6.190000057220459,6600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.159999847412109,6.730000019073486,6.159999847412109,6.489999771118164,1500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.380000114440918,6.380000114440918,6.269999980926514,6.269999980926514,1800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.269999980926514,6.5,6.269999980926514,6.369999885559082,4000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.28000020980835,6.380000114440918,6.230000019073486,6.230000019073486,34200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.179999828338623,6.25,6.159999847412109,6.25,6200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.25,6.25,6.210000038146973,6.25,6000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.340000152587891,6.400000095367432,6.0,6.349999904632568,12500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.010000228881836,6.239999771118164,6.010000228881836,6.210000038146973,3900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.389999866485596,6.389999866485596,6.090000152587891,6.260000228881836,2100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.090000152587891,6.239999771118164,6.079999923706055,6.099999904632568,3400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.099999904632568,6.25,6.03000020980835,6.239999771118164,4500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.28000020980835,6.369999885559082,6.039999961853027,6.28000020980835,3400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.25,6.340000152587891,6.019999980926514,6.239999771118164,2800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.099999904632568,6.300000190734863,6.019999980926514,6.199999809265137,2500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.059999942779541,6.25,6.0,6.239999771118164,3600.0,,,,,,,,,,
