Date,Open,High,Low,Close,Volume,"('Adj Close', 'MPW')","('Close', 'MPW')","('High', 'MPW')","('Low', 'MPW')","('Open', 'MPW')","('Volume', 'MPW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.929999828338623,5.159999847412109,4.880000114440918,5.059999942779541,18154200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.989999771118164,5.039999961853027,4.829999923706055,4.900000095367432,18171100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.889999866485596,5.119999885559082,4.849999904632568,5.0,20889100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.890000104904175,4.0,3.4100000858306885,3.549999952316284,155075100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.4800000190734863,3.650000095367432,3.380000114440918,3.390000104904175,52094300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.440000057220459,3.670000076293945,3.309999942779541,3.660000085830689,43409200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.640000104904175,3.650000095367432,3.4600000381469727,3.640000104904175,25319500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.670000076293945,3.690000057220459,3.4800000190734863,3.5299999713897705,19815700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.5799999237060547,3.650000095367432,3.4200000762939453,3.430000066757202,22613800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.380000114440918,3.4100000858306885,3.2100000381469727,3.240000009536743,29940700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.2100000381469727,3.2699999809265137,2.9200000762939453,3.069999933242798,46736600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.0899999141693115,3.140000104904175,2.990000009536743,3.069999933242798,20615600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.069999933242798,3.0999999046325684,2.9200000762939453,3.069999933242798,24188400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.0799999237060547,3.2799999713897705,3.039999961853028,3.240000009536743,23804800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.319999933242798,3.380000114440918,3.2100000381469727,3.309999942779541,12736300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.400000095367432,3.440000057220459,3.2300000190734863,3.2799999713897705,12951600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.3299999237060547,3.4200000762939453,3.2300000190734863,3.4100000858306885,15507500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.369999885559082,3.4200000762939453,3.25,3.2699999809265137,19150300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.259999990463257,3.2799999713897705,3.119999885559082,3.2300000190734863,26876700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.0799999237060547,3.220000028610229,3.0799999237060547,3.1600000858306885,26377800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.1700000762939453,3.240000009536743,3.0799999237060547,3.0999999046325684,21402700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.130000114440918,3.2799999713897705,3.0899999141693115,3.259999990463257,16111500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.200000047683716,3.3399999141693115,3.0899999141693115,3.2799999713897705,28439900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.2300000190734863,3.2699999809265137,3.130000114440918,3.1700000762939453,13445500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.150000095367432,3.2799999713897705,3.130000114440918,3.2300000190734863,15479800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.25,3.299999952316284,3.1600000858306885,3.259999990463257,12464900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.25,3.380000114440918,3.220000028610229,3.2799999713897705,13735100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.289999961853028,3.4200000762939453,3.2300000190734863,3.400000095367432,15705600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.400000095367432,3.700000047683716,3.400000095367432,3.630000114440918,21531200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.430000066757202,3.549999952316284,3.3499999046325684,3.509999990463257,24907700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.569999933242798,3.75,3.539999961853028,3.7100000381469727,15908800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.75,3.9600000381469727,3.7300000190734863,3.859999895095825,14841400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.7799999713897705,3.900000095367432,3.559999942779541,3.559999942779541,29424900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.569999933242798,3.690000057220459,3.509999990463257,3.5999999046325684,20823200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.5,3.940000057220459,3.450000047683716,3.799999952316284,29401300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.799999952316284,3.809999942779541,3.670000076293945,3.690000057220459,15701200.0,,,,,,,,,,
