Date,Open,High,Low,Close,Volume,"('Adj Close', 'WGO')","('Close', 'WGO')","('High', 'WGO')","('Low', 'WGO')","('Open', 'WGO')","('Volume', 'WGO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,72.1500015258789,73.43000030517578,71.66999816894531,73.13999938964844,349200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,72.0,72.0,68.73999786376953,69.08999633789062,624800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,69.25,69.52999877929688,68.52999877929688,68.61000061035156,417500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,68.13999938964844,69.5,67.86000061035156,68.04000091552734,524300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,68.18000030517578,69.58000183105469,67.79000091552734,68.69999694824219,321000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,67.70999908447266,68.61000061035156,67.36000061035156,68.16000366210938,428300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,68.01000213623047,68.81999969482422,66.87999725341797,68.75,264900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,68.2300033569336,68.58000183105469,66.94999694824219,68.06999969482422,357900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,68.44000244140625,68.61000061035156,66.51000213623047,66.9000015258789,358000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,66.12999725341797,67.08999633789062,65.62999725341797,67.01000213623047,247700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,65.98999786376953,67.25,65.9000015258789,66.66999816894531,338800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,67.06999969482422,67.83999633789062,66.05000305175781,67.63999938964844,1492300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,68.88999938964844,69.75,65.75,67.58000183105469,2649800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,67.97000122070312,69.05000305175781,67.47000122070312,68.56999969482422,826800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,69.9000015258789,70.8499984741211,68.75,68.91999816894531,793100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,69.81999969482422,69.81999969482422,66.94000244140625,67.80999755859375,629200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,67.87999725341797,67.88999938964844,65.08000183105469,66.7699966430664,732000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,67.31999969482422,67.86000061035156,66.19000244140625,66.55000305175781,521700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,66.55000305175781,67.48999786376953,66.16000366210938,67.44999694824219,553100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,66.95999908447266,67.16000366210938,65.58999633789062,65.62000274658203,480300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,65.6500015258789,67.87999725341797,65.12999725341797,65.72000122070312,630800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,66.43000030517578,67.6500015258789,65.55000305175781,67.47000122070312,390300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,66.80000305175781,68.1500015258789,66.4000015258789,67.52999877929688,387000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,66.37999725341797,67.11000061035156,65.76000213623047,66.4000015258789,337600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,66.16000366210938,66.9800033569336,66.12999725341797,66.25,303000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,66.19999694824219,67.16000366210938,65.94999694824219,66.5999984741211,273300.0,,,,,,,,,,
