Date,Open,High,Low,Close,Volume,"('Adj Close', 'CNO')","('Close', 'CNO')","('High', 'CNO')","('Low', 'CNO')","('Open', 'CNO')","('Volume', 'CNO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.86000061035156,28.030000686645508,27.690000534057617,28.030000686645508,568700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.8799991607666,27.899999618530277,27.299999237060547,27.299999237060547,653500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.0,27.209999084472656,26.81999969482422,26.96999931335449,949600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.989999771118164,27.38999938964844,26.920000076293945,27.190000534057617,733400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,27.190000534057617,27.280000686645508,27.0,27.280000686645508,488500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.940000534057617,27.11000061035156,26.479999542236328,26.57999992370605,575700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.479999542236328,26.950000762939453,26.479999542236328,26.920000076293945,565900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.690000534057617,27.040000915527344,26.32999992370605,27.01000022888184,947700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.239999771118164,27.25,26.93000030517578,27.11000061035156,681700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,26.96999931335449,27.059999465942383,26.75,26.86000061035156,627800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,26.600000381469727,26.989999771118164,26.57999992370605,26.770000457763672,745900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.76000022888184,27.01000022888184,26.600000381469727,26.989999771118164,394800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.190000534057617,27.46999931335449,26.93000030517578,27.3799991607666,559900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,27.61000061035156,27.88999938964844,27.51000022888184,27.82999992370605,448200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,27.8799991607666,27.93000030517578,27.489999771118164,27.5,712900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,27.700000762939453,27.81999969482422,27.440000534057617,27.479999542236328,678600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.729999542236328,27.899999618530277,27.489999771118164,27.88999938964844,557200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.0,28.07999992370605,27.81999969482422,27.950000762939453,468900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,27.920000076293945,28.030000686645508,27.549999237060547,27.709999084472656,733000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,27.690000534057617,27.93000030517578,27.670000076293945,27.82999992370605,493200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,27.940000534057617,27.96999931335449,27.149999618530277,27.18000030517578,807200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.09000015258789,27.1299991607666,26.030000686645508,26.63999938964844,863200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.489999771118164,26.82999992370605,26.440000534057617,26.6299991607666,519900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.290000915527344,26.75,26.18000030517578,26.559999465942383,729000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,26.5,26.940000534057617,26.440000534057617,26.700000762939453,977300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,27.3799991607666,28.299999237060547,26.690000534057617,27.459999084472656,1652400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,27.420000076293945,27.530000686645508,26.68000030517578,26.850000381469727,1077200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,26.809999465942383,27.280000686645508,26.520000457763672,27.229999542236328,823800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,27.209999084472656,27.68000030517578,27.209999084472656,27.38999938964844,816600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,27.030000686645508,27.209999084472656,26.3799991607666,26.6299991607666,894000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,26.8700008392334,26.96999931335449,26.489999771118164,26.61000061035156,1091700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,26.76000022888184,27.56999969482422,26.76000022888184,27.479999542236328,916200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,27.270000457763672,27.51000022888184,26.940000534057617,26.989999771118164,656800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,26.6299991607666,27.07999992370605,26.6299991607666,26.770000457763672,528100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,26.799999237060547,26.82999992370605,26.520000457763672,26.799999237060547,794000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,26.799999237060547,27.049999237060547,26.700000762939453,26.84000015258789,607200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,26.82999992370605,27.21999931335449,26.780000686645508,26.989999771118164,495800.0,,,,,,,,,,
