Date,Open,High,Low,Close,Volume,"('Adj Close', 'LUNG')","('Close', 'LUNG')","('High', 'LUNG')","('Low', 'LUNG')","('Open', 'LUNG')","('Volume', 'LUNG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,12.609999656677246,12.859999656677246,12.539999961853027,12.699999809265137,186600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,12.609999656677246,12.609999656677246,11.880000114440918,12.010000228881836,263700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.0600004196167,12.114999771118164,11.604999542236328,11.989999771118164,225600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.890000343322754,12.279999732971191,11.43000030517578,11.979999542236328,235000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.979999542236328,12.479999542236328,11.979999542236328,12.279999732971191,219500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.100000381469728,12.949999809265137,11.93000030517578,12.760000228881836,351800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,12.729999542236328,13.06999969482422,12.46500015258789,12.800000190734863,326300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,12.760000228881836,13.125,12.649999618530272,12.93000030517578,372400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.140000343322754,13.420000076293944,12.68000030517578,12.729999542236328,159300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.529999732971191,12.880000114440918,12.5,12.75,217900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.489999771118164,12.845000267028809,12.479999542236328,12.720000267028809,150400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.8100004196167,12.890000343322754,12.59000015258789,12.829999923706056,164000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,12.9399995803833,13.329999923706056,12.652999877929688,13.010000228881836,351300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.130000114440918,13.529999732971191,13.104999542236328,13.479999542236328,362500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.619999885559082,13.75,13.270000457763672,13.520000457763672,297100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,13.630000114440918,13.78499984741211,13.109999656677246,13.18000030517578,233700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.390000343322754,13.44499969482422,13.18000030517578,13.390000343322754,170800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.539999961853027,13.614999771118164,13.279999732971191,13.399999618530272,179000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.390000343322754,13.75,13.229999542236328,13.720000267028809,145100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,13.68000030517578,13.68000030517578,13.130000114440918,13.199999809265137,200100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,13.210000038146973,14.079999923706056,13.0649995803833,13.279999732971191,476800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.300000190734863,14.470000267028809,13.260000228881836,14.289999961853027,319800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.09000015258789,14.494999885559082,13.90999984741211,14.260000228881836,507600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,14.239999771118164,14.579999923706056,13.949999809265137,14.3100004196167,332500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,14.279999732971191,14.68000030517578,14.25,14.460000038146973,362000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,14.479999542236328,14.529999732971191,14.25,14.479999542236328,194800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.460000038146973,14.5,14.25,14.31999969482422,429900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,14.350000381469728,14.800000190734863,14.229999542236328,14.25,319600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,14.25,14.729999542236328,14.25,14.649999618530272,768900.0,,,,,,,,,,
