Date,Open,High,Low,Close,Volume,"('Adj Close', 'LHX')","('Close', 'LHX')","('High', 'LHX')","('Low', 'LHX')","('Open', 'LHX')","('Volume', 'LHX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,210.5,213.1300048828125,209.3000030517578,209.77999877929688,1275500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,209.8800048828125,212.1300048828125,208.3999938964844,209.82000732421875,1379200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,211.3000030517578,211.6999969482422,207.47999572753903,207.52999877929688,1131100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,207.47000122070312,207.47000122070312,204.1199951171875,205.2100067138672,949700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,204.6999969482422,206.72000122070312,203.6199951171875,206.3999938964844,1113000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,205.5500030517578,205.7100067138672,203.4499969482422,203.5,995000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,203.13999938964844,203.88999938964844,202.13999938964844,203.47000122070312,1087600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,206.0500030517578,206.05999755859372,201.0399932861328,202.9199981689453,1414300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,204.9900054931641,208.0399932861328,204.41000366210935,207.8000030517578,1049400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,207.75,207.97000122070312,204.13999938964844,205.08999633789065,826100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,204.16000366210935,208.6199951171875,203.94000244140625,204.5399932861328,761700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,204.4499969482422,206.0500030517578,203.0,205.72999572753903,676100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,206.1999969482422,206.1999969482422,203.7700042724609,204.82000732421875,959200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,205.0,207.50999450683597,203.52999877929688,206.82000732421875,1184200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,207.0,208.92999267578125,204.8800048828125,206.08999633789065,1306200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,206.1999969482422,207.3699951171875,204.0399932861328,204.25,875700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,205.1000061035156,206.0200042724609,202.97000122070312,204.63999938964844,2304700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,209.5,211.41000366210935,205.7899932861328,209.2100067138672,2267600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,210.3000030517578,211.72000122070312,209.0,210.25,1480000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,210.33999633789065,211.72000122070312,209.66000366210935,210.72000122070312,1302500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,210.7899932861328,211.3999938964844,208.1000061035156,208.4199981689453,2297900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,209.0,210.17999267578125,207.1199951171875,209.47999572753903,1333800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,208.2700042724609,208.7100067138672,206.1999969482422,207.0,1098600.0,,,,,,,,,,
