Date,Open,High,Low,Close,Volume,"('Adj Close', 'BNGO')","('Close', 'BNGO')","('High', 'BNGO')","('Low', 'BNGO')","('Open', 'BNGO')","('Volume', 'BNGO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.870000004768372,2.1600000858306885,1.830000042915344,2.0,3663300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.9700000286102293,1.9800000190734863,1.7999999523162842,1.850000023841858,2060300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.899999976158142,1.899999976158142,1.75,1.7599999904632568,1527300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.7599999904632568,1.7599999904632568,1.6299999952316284,1.659999966621399,1747600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.7000000476837158,1.7899999618530271,1.5800000429153442,1.7799999713897705,1469500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.7799999713897705,1.7899999618530271,1.6200000047683716,1.6299999952316284,1469800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.6399999856948853,1.649999976158142,1.5299999713897705,1.5399999618530271,2030800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.5499999523162842,1.5499999523162842,1.3899999856948853,1.4199999570846558,2989800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.4299999475479126,1.5,1.350000023841858,1.3600000143051147,1959500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.350000023841858,1.350000023841858,1.2799999713897705,1.2899999618530271,1869700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.2599999904632568,1.2899999618530271,1.2000000476837158,1.2300000190734863,2640500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.2599999904632568,1.2799999713897705,1.1799999475479126,1.2200000286102295,1413400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.2100000381469729,1.25,1.149999976158142,1.25,2312100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.2699999809265137,1.399999976158142,1.25,1.3200000524520874,2256300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.3799999952316284,1.399999976158142,1.2699999809265137,1.3200000524520874,1803200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.3600000143051147,1.3600000143051147,1.2200000286102295,1.2400000095367432,1515100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.2599999904632568,1.2599999904632568,1.2000000476837158,1.2400000095367432,984300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.2100000381469729,1.3200000524520874,1.2100000381469729,1.2200000286102295,1079200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.2400000095367432,1.2799999713897705,1.2000000476837158,1.2599999904632568,1508300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.2200000286102295,1.25,1814900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.25,1.25,1.1699999570846558,1.1799999475479126,1793000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.1799999475479126,1.190000057220459,1.100000023841858,1.1399999856948853,2435800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.149999976158142,1.149999976158142,1.090000033378601,1.1200000047683716,1186900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.1200000047683716,1.1299999952316284,1.0399999618530271,1.090000033378601,2667000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.0700000524520874,1.1699999570846558,1.0499999523162842,1.159999966621399,1238600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.159999966621399,1.1699999570846558,1.100000023841858,1.1200000047683716,1186200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.1200000047683716,1.2000000476837158,1.1200000047683716,1.1799999475479126,1151400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.2000000476837158,1.2400000095367432,1.1699999570846558,1.2300000190734863,1216600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.25,1.340000033378601,1.2300000190734863,1.2999999523162842,2782000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.2799999713897705,1.2799999713897705,1.1699999570846558,1.190000057220459,1647900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.2000000476837158,1.2599999904632568,1.2000000476837158,1.2300000190734863,1171200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.2300000190734863,1.2699999809265137,1480200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,1.2599999904632568,1.309999942779541,1.2400000095367432,1.25,1134400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,1.2300000190734863,1.2400000095367432,1.2000000476837158,1.2100000381469729,1276900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,1.2100000381469729,1.2100000381469729,1.1399999856948853,1.1699999570846558,1322700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.1299999952316284,1.159999966621399,1174900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1.149999976158142,1.159999966621399,1.1100000143051147,1.1399999856948853,892700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1.1699999570846558,1.2000000476837158,1.149999976158142,1.1699999570846558,978800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,1.190000057220459,1.2999999523162842,1.149999976158142,1.2999999523162842,2080100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1.2799999713897705,1.350000023841858,1.25,1.2699999809265137,1809200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1.309999942779541,1.340000033378601,1.2300000190734863,1.25,999300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,1.2599999904632568,1.2699999809265137,1.2300000190734863,1.25,1361300.0,,,,,,,,,,
