Date,Open,High,Low,Close,Volume,"('Adj Close', 'JXN')","('Close', 'JXN')","('High', 'JXN')","('Low', 'JXN')","('Open', 'JXN')","('Volume', 'JXN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,50.41999816894531,50.91999816894531,49.88999938964844,50.43000030517578,539800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,49.52000045776367,49.93000030517578,49.08000183105469,49.25,544200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,49.59000015258789,49.869998931884766,48.9900016784668,49.150001525878906,444800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,49.0,50.3650016784668,48.9900016784668,49.38999938964844,627700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,49.630001068115234,50.375,49.27999877929688,50.34999847412109,346200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,49.61000061035156,49.7599983215332,49.06999969482422,49.54999923706055,395700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,49.68999862670898,50.2599983215332,49.375,49.880001068115234,414600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,49.880001068115234,49.95000076293945,49.08000183105469,49.90999984741211,476700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,50.34999847412109,50.4900016784668,49.400001525878906,49.90999984741211,358800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.22999954223633,49.29999923706055,48.09999847412109,48.650001525878906,643700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,47.7599983215332,48.7130012512207,47.4900016784668,48.70000076293945,544100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,48.97999954223633,49.44499969482422,48.58000183105469,49.36000061035156,661500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,49.540000915527344,49.9900016784668,49.27999877929688,49.540000915527344,914400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,49.83000183105469,50.790000915527344,49.79999923706055,50.34999847412109,1084900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,50.619998931884766,50.81999969482422,50.09999847412109,50.11000061035156,794300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,50.5,50.7400016784668,49.7400016784668,50.02000045776367,795200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,50.47999954223633,50.47999954223633,49.040000915527344,50.45000076293945,786800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,50.45000076293945,50.95000076293945,50.16999816894531,50.59999847412109,390000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,50.34000015258789,50.90999984741211,50.34000015258789,50.790000915527344,422100.0,,,,,,,,,,
