Date,Open,High,Low,Close,Volume,"('Adj Close', 'IPAR')","('Close', 'IPAR')","('High', 'IPAR')","('Low', 'IPAR')","('Open', 'IPAR')","('Volume', 'IPAR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,143.1699981689453,143.7100067138672,141.07000732421875,142.1300048828125,131100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,141.52999877929688,141.6300048828125,134.8000030517578,135.33999633789062,128900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,135.9600067138672,137.02999877929688,134.7899932861328,134.83999633789062,101000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,133.75,136.63999938964844,132.6300048828125,133.88999938964844,90800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,133.80999755859375,138.0500030517578,133.55999755859375,137.83999633789062,100700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,135.94000244140625,138.3800048828125,135.52000427246094,138.32000732421875,97000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,137.8800048828125,139.55999755859375,136.74000549316406,138.33999633789062,91900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,137.8800048828125,141.07000732421875,137.5,140.25,137200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,142.00999450683594,142.50999450683594,138.64999389648438,139.5500030517578,79200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,138.63999938964844,139.50999450683594,136.75,137.49000549316406,109400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,135.67999267578125,138.1999969482422,135.67999267578125,136.41000366210938,98000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,137.50999450683594,137.50999450683594,133.27000427246094,135.6300048828125,122500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,136.6199951171875,136.6999969482422,134.02000427246094,136.25999450683594,61200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,137.41000366210938,138.99000549316406,136.1300048828125,137.8699951171875,117900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,139.6199951171875,140.33999633789062,137.1699981689453,139.69000244140625,113200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,143.63999938964844,143.63999938964844,136.85000610351562,137.17999267578125,191200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,138.72000122070312,139.57000732421875,133.97999572753906,134.25999450683594,153900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,135.5399932861328,138.1999969482422,134.97000122070312,137.00999450683594,134400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,137.47000122070312,139.0,134.47000122070312,138.8800048828125,114600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,138.69000244140625,139.77000427246094,136.41000366210938,139.47000122070312,101800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,139.10000610351562,140.50999450683594,138.55999755859375,139.14999389648438,182100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,140.27000427246094,143.52999877929688,139.75999450683594,143.52999877929688,165500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,141.97000122070312,144.8699951171875,141.05999755859375,144.3000030517578,120400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,143.41000366210938,145.47000122070312,141.0399932861328,144.77999877929688,113700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,144.97999572753906,147.64999389648438,144.22000122070312,146.47999572753906,131800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,147.10000610351562,148.05999755859375,143.3800048828125,147.5,169600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,148.57000732421875,151.6199951171875,147.9199981689453,150.75,148400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,151.52000427246094,153.1999969482422,150.5500030517578,152.19000244140625,121600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,152.47000122070312,156.75,152.47000122070312,155.1199951171875,133000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,150.77999877929688,151.58999633789062,145.3699951171875,145.8000030517578,190900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,147.44000244140625,147.44000244140625,143.77000427246094,146.9499969482422,107500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,148.00999450683594,151.4499969482422,148.00999450683594,150.9199981689453,104000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,150.47999572753906,152.8699951171875,149.36000061035156,151.99000549316406,105100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,150.74000549316406,153.32000732421875,149.32000732421875,152.64999389648438,133000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,152.75,154.5399932861328,150.80999755859375,152.22000122070312,85200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,151.8800048828125,154.4499969482422,149.6699981689453,150.33999633789062,274100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,150.64999389648438,153.41000366210938,149.9600067138672,152.22000122070312,76800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,152.2899932861328,154.2899932861328,151.6300048828125,152.4600067138672,56700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,154.38999938964844,154.38999938964844,152.32000732421875,153.5800018310547,126200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,150.0,150.0,138.0,145.16000366210938,233100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,147.9199981689453,152.3300018310547,144.77999877929688,146.72000122070312,156900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,146.72000122070312,146.72000122070312,144.58999633789062,145.60000610351562,79800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,145.47999572753906,145.47999572753906,139.91000366210938,140.44000244140625,170900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,139.9600067138672,141.80999755859375,137.94000244140625,138.64999389648438,108400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,139.88999938964844,141.5500030517578,137.60000610351562,139.99000549316406,122000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,141.17999267578125,141.75999450683594,139.4499969482422,139.75999450683594,93700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,141.2100067138672,143.0500030517578,138.92999267578125,138.94000244140625,90700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,138.4199981689453,139.82000732421875,137.2899932861328,138.7899932861328,109900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,139.0500030517578,139.16000366210938,135.11000061035156,136.86000061035156,160600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,136.74000549316406,138.3800048828125,136.17999267578125,136.9199981689453,167100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,136.1699981689453,136.64999389648438,132.6300048828125,134.02000427246094,216200.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,132.47999572753906,135.8000030517578,132.47999572753906,135.32000732421875,840400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,134.97999572753906,135.8699951171875,133.24000549316406,133.3300018310547,99800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,133.3300018310547,136.85000610351562,132.32000732421875,136.75999450683594,206800.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,137.0,139.47999572753906,135.75,138.8800048828125,172700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,139.99000549316406,141.05999755859375,138.6699981689453,140.3000030517578,126900.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,140.94000244140625,141.35000610351562,138.08999633789062,138.8000030517578,194500.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,139.6999969482422,141.02000427246094,135.32000732421875,135.47999572753906,82000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,136.5500030517578,136.5500030517578,134.80999755859375,134.8300018310547,141100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,136.39999389648438,139.22000122070312,135.9499969482422,139.22000122070312,129600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,139.6699981689453,141.75,139.39999389648438,140.50999450683594,81900.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,140.74000549316406,140.74000549316406,136.72000122070312,138.30999755859375,178500.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,136.97999572753906,137.0,133.85000610351562,135.11000061035156,113600.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,134.02000427246094,135.80999755859375,129.61000061035156,130.0800018310547,244300.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,131.6699981689453,132.97999572753906,130.3800048828125,131.27000427246094,118900.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,131.13999938964844,132.0800018310547,130.27000427246094,131.2100067138672,110200.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,131.75999450683594,133.35000610351562,131.5,132.35000610351562,85100.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,133.1199951171875,133.17999267578125,131.3699951171875,132.47999572753906,102600.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,129.6999969482422,129.97000122070312,128.3000030517578,129.1199951171875,99300.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,130.3000030517578,130.30999755859375,127.91000366210938,128.67999267578125,128900.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,127.37000274658205,128.0399932861328,125.0199966430664,126.37999725341795,102400.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,126.75,127.0500030517578,124.3499984741211,124.93000030517578,127100.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,124.19000244140624,125.95999908447266,124.0199966430664,125.08999633789062,102500.0,,,,,,,,,,
