Date,Open,High,Low,Close,Volume,"('Adj Close', 'ABBV')","('Close', 'ABBV')","('High', 'ABBV')","('Low', 'ABBV')","('Open', 'ABBV')","('Volume', 'ABBV')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,154.89999389648438,160.13999938964844,154.77000427246094,159.82000732421875,8059900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,160.58999633789062,161.75,159.83999633789062,160.4600067138672,5301400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,160.30999755859375,162.2899932861328,159.42999267578125,161.4600067138672,8332200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,161.3300018310547,163.02999877929688,160.61000061035156,162.13999938964844,5607600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,162.17999267578125,162.77000427246094,159.77999877929688,161.42999267578125,6001600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,161.42999267578125,163.47000122070312,160.83999633789062,162.30999755859375,4454000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,162.27000427246094,165.0800018310547,161.8800048828125,164.88999938964844,6609900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,164.25,165.1199951171875,163.08999633789062,163.77999877929688,4591500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,162.75,163.3000030517578,162.17999267578125,162.39999389648438,4971100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,161.97999572753906,162.3000030517578,161.02000427246094,161.47999572753906,4747700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,161.75,162.9499969482422,161.52000427246094,162.0399932861328,4423100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,161.16000366210938,163.66000366210938,161.0,163.3000030517578,5074300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,163.91000366210938,164.8699951171875,162.60000610351562,164.77000427246094,5863000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,164.44000244140625,165.4499969482422,163.75999450683594,165.38999938964844,4864000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,164.4499969482422,167.52999877929688,164.05999755859375,167.5,5784700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,167.77000427246094,167.9499969482422,164.05999755859375,164.22000122070312,5422200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,164.0,165.2100067138672,163.1999969482422,165.1300048828125,4465800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,165.27000427246094,165.86000061035156,163.5,164.39999389648438,4654300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,165.85000610351562,166.75999450683594,163.67999267578125,163.91000366210938,4704100.0,,,,,,,,,,
