Date,Open,High,Low,Close,Volume,"('Adj Close', 'PLAB')","('Close', 'PLAB')","('High', 'PLAB')","('Low', 'PLAB')","('Open', 'PLAB')","('Volume', 'PLAB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.8700008392334,31.170000076293945,30.440000534057617,30.86000061035156,574700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.959999084472656,30.790000915527344,29.38999938964844,29.770000457763672,796300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,29.600000381469727,29.709999084472656,28.950000762939453,29.040000915527344,634400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.8700008392334,29.290000915527344,28.56999969482422,28.780000686645508,575800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,29.09000015258789,29.799999237060547,28.8700008392334,29.56999969482422,532900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.940000534057617,30.07999992370605,28.8700008392334,29.76000022888184,454000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.76000022888184,30.030000686645508,29.25,29.489999771118164,589000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,29.440000534057617,29.780000686645508,28.309999465942383,29.11000061035156,512800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.270000457763672,29.350000381469727,28.600000381469727,28.989999771118164,376500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.8700008392334,29.770000457763672,28.670000076293945,29.59000015258789,504200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.01000022888184,29.049999237060547,28.059999465942383,28.600000381469727,406200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.6299991607666,29.71999931335449,29.059999465942383,29.280000686645508,489800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.88999938964844,31.209999084472656,29.540000915527344,31.11000061035156,782300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,31.75,32.290000915527344,31.350000381469727,32.119998931884766,840500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.34000015258789,32.959999084472656,31.540000915527344,32.060001373291016,742300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.68000030517578,32.79999923706055,31.209999084472656,31.25,702500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,31.43000030517578,32.029998779296875,30.670000076293945,31.07999992370605,461400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,30.75,30.979999542236328,29.76000022888184,30.13999938964844,422100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,30.309999465942383,30.56999969482422,29.899999618530277,30.440000534057617,422400.0,,,,,,,,,,
