Date,Open,High,Low,Close,Volume,"('Adj Close', 'CTXR')","('Close', 'CTXR')","('High', 'CTXR')","('Low', 'CTXR')","('Open', 'CTXR')","('Volume', 'CTXR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.0,20.399999618530277,19.0,20.225000381469727,28852.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.25,20.75,19.174999237060547,19.575000762939453,19200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.25,19.875,19.024999618530277,19.475000381469727,22672.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.475000381469727,19.475000381469727,19.024999618530277,19.024999618530277,23464.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.075000762939453,19.475000381469727,18.549999237060547,19.125,33292.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.049999237060547,19.25,18.625,18.674999237060547,15716.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.725000381469727,19.0,18.125,18.649999618530277,27880.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.299999237060547,19.125,18.299999237060547,18.524999618530277,19216.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.424999237060547,19.0,18.200000762939453,18.75,21636.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.75,19.0,18.5,18.75,17332.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.75,19.524999618530277,18.375,19.125,34268.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.5,19.75,18.375,18.75,55936.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.0,19.0,18.0,18.024999618530277,27100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.0,18.475000381469727,16.75,17.5,37432.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.5,17.725000381469727,16.5,16.850000381469727,32028.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,16.850000381469727,17.0,15.125,16.0,56504.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,15.75,17.049999237060547,15.75,16.325000762939453,20480.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,16.75,17.200000762939453,16.5,17.0,12412.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.950000762939453,18.049999237060547,16.25,16.725000381469727,59840.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,17.25,18.0,15.524999618530272,15.625,31868.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,15.699999809265137,16.049999237060547,15.5,15.524999618530272,17388.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.75,16.25,15.574999809265137,15.925000190734863,24800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,16.0,16.25,15.550000190734863,15.649999618530272,13900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,15.75,16.25,15.0,15.0,27028.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,15.0,15.5,15.0,15.25,27520.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.175000190734863,15.875,15.0,15.300000190734863,22572.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,15.375,15.925000190734863,15.0,15.300000190734863,23344.0,,,,,,,,,,
