Date,Open,High,Low,Close,Volume,"('Adj Close', 'FIGS')","('Close', 'FIGS')","('High', 'FIGS')","('Low', 'FIGS')","('Open', 'FIGS')","('Volume', 'FIGS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.880000114440918,6.880000114440918,6.550000190734863,6.690000057220459,4499800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.53000020980835,6.550000190734863,6.260000228881836,6.309999942779541,3986100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.28000020980835,6.364999771118164,6.139999866485596,6.150000095367432,3483300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.079999923706055,6.260000228881836,5.929999828338623,6.150000095367432,6646800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.210000038146973,6.429999828338623,6.139999866485596,6.210000038146973,4364000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.110000133514404,6.260000228881836,5.980000019073486,6.130000114440918,4043700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.110000133514404,6.300000190734863,6.03000020980835,6.159999847412109,3047900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.130000114440918,6.204999923706055,6.019999980926514,6.150000095367432,4901700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.21999979019165,6.289999961853027,6.070000171661377,6.099999904632568,3302000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.010000228881836,6.045000076293945,5.929999828338623,5.96999979019165,2911200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.860000133514404,5.920000076293945,5.75,5.889999866485596,4092200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.949999809265137,6.043000221252441,5.610000133514404,5.949999809265137,6004400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.96999979019165,5.96999979019165,5.739999771118164,5.920000076293945,3898400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.980000019073486,6.150000095367432,5.880000114440918,5.989999771118164,3736500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.110000133514404,6.130000114440918,5.769999980926514,5.840000152587891,3381400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.139999866485596,6.309999942779541,5.900000095367432,5.980000019073486,4761900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.050000190734863,6.079999923706055,5.894999980926514,5.940000057220459,2430400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.0,6.244999885559082,5.989999771118164,6.110000133514404,4018000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.099999904632568,6.239999771118164,6.039999961853027,6.190000057220459,3380700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.059999942779541,6.079999923706055,5.909999847412109,5.940000057220459,3418300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.889999866485596,6.059999942779541,5.75,5.760000228881836,3718800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.820000171661377,5.920000076293945,5.679999828338623,5.889999866485596,3751200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.789999961853027,5.949999809265137,5.730000019073486,5.880000114440918,2188000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.809999942779541,5.934999942779541,5.71999979019165,5.849999904632568,2718700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.820000171661377,6.0,5.769999980926514,5.96999979019165,2016300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.960000038146973,5.992000102996826,5.860000133514404,5.880000114440918,1985900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.909999847412109,6.099999904632568,5.889999866485596,6.070000171661377,2993400.0,,,,,,,,,,
