Date,Open,High,Low,Close,Volume,"('Adj Close', 'OABI')","('Close', 'OABI')","('High', 'OABI')","('Low', 'OABI')","('Open', 'OABI')","('Volume', 'OABI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.139999866485596,6.28000020980835,6.130000114440918,6.25,498100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.21999979019165,6.449999809265137,6.159999847412109,6.269999980926514,755800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.309999942779541,6.550000190734863,6.289999961853027,6.53000020980835,490000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.46999979019165,6.579999923706055,6.355000019073486,6.449999809265137,502400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.489999771118164,6.699999809265137,6.420000076293945,6.690000057220459,383400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.650000095367432,6.715000152587891,6.400000095367432,6.420000076293945,570800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.389999866485596,6.574999809265137,6.309999942779541,6.489999771118164,425800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.449999809265137,6.460000038146973,6.320000171661377,6.340000152587891,354100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.429999828338623,6.480000019073486,6.190000057220459,6.21999979019165,329300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.340000152587891,6.340000152587891,6.059999942779541,6.170000076293945,349800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.070000171661377,6.139999866485596,6.010000228881836,6.070000171661377,251900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.070000171661377,6.21999979019165,5.861000061035156,5.989999771118164,360300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.03000020980835,6.03000020980835,5.810999870300293,5.989999771118164,336100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.0,6.159999847412109,6.0,6.150000095367432,381200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.199999809265137,6.199999809265137,6.010000228881836,6.130000114440918,295300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.179999828338623,6.179999828338623,6.0,6.03000020980835,332600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.099999904632568,6.210000038146973,6.039999961853027,6.070000171661377,389500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.130000114440918,6.25,6.079999923706055,6.190000057220459,281500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.199999809265137,6.355000019073486,6.070000171661377,6.300000190734863,372300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.300000190734863,6.300000190734863,6.0,6.019999980926514,296500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.010000228881836,6.099999904632568,5.800000190734863,5.800000190734863,319600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.809999942779541,5.96999979019165,5.75,5.920000076293945,315000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.840000152587891,5.877999782562256,5.75,5.789999961853027,295600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.75,5.760000228881836,5.579999923706055,5.659999847412109,506400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.619999885559082,5.715000152587891,5.53000020980835,5.539999961853027,381000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.550000190734863,5.550000190734863,5.409999847412109,5.409999847412109,291100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.409999847412109,5.420000076293945,5.284999847412109,5.309999942779541,292500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.320000171661377,5.489999771118164,5.28000020980835,5.440000057220459,364300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.449999809265137,5.53000020980835,5.380000114440918,5.5,425600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.489999771118164,5.489999771118164,5.199999809265137,5.28000020980835,517600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.340000152587891,5.510000228881836,5.300000190734863,5.480000019073486,374900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.539999961853027,5.539999961853027,5.440000057220459,5.539999961853027,307300.0,,,,,,,,,,
