Date,Open,High,Low,Close,Volume,"('Adj Close', 'ICE')","('Close', 'ICE')","('High', 'ICE')","('Low', 'ICE')","('Open', 'ICE')","('Volume', 'ICE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,128.02000427246094,128.4199981689453,125.6999969482422,126.4499969482422,2228000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,126.05999755859376,126.27999877929688,124.79000091552734,124.80999755859376,3102100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,124.8499984741211,126.51000213623048,124.36000061035156,125.62000274658205,2845500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,125.7699966430664,126.2300033569336,125.06999969482422,125.79000091552734,2061500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,127.16000366210938,128.5,126.9499969482422,128.41000366210938,3165500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,127.70999908447266,128.5,126.72000122070312,127.04000091552734,1835600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,127.22000122070312,127.69000244140624,126.18000030517578,127.6500015258789,1977000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,127.8000030517578,128.16000366210938,126.16999816894533,126.7699966430664,1723300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,127.30999755859376,127.88999938964844,126.63999938964844,126.95999908447266,1555000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,126.47000122070312,126.83999633789062,125.8499984741211,126.02999877929688,2289100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,125.12999725341795,126.27999877929688,124.6500015258789,125.83000183105467,1535700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,125.7699966430664,126.76000213623048,125.38999938964844,126.62999725341795,2267300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,127.08999633789062,127.30999755859376,125.69000244140624,126.4499969482422,2449700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,126.8000030517578,127.79000091552734,126.72000122070312,127.3000030517578,1904600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,127.12999725341795,127.6999969482422,126.7699966430664,127.13999938964844,1543400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,127.58000183105467,127.58000183105467,126.3499984741211,127.04000091552734,2278600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,127.48999786376952,127.72000122070312,126.23999786376952,127.29000091552734,2043500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,127.08999633789062,127.63999938964844,126.3499984741211,127.26000213623048,1497800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,127.19000244140624,128.1999969482422,126.83999633789062,128.17999267578125,1934300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,128.22000122070312,129.39999389648438,128.02000427246094,129.02000427246094,1646900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,129.35000610351562,129.92999267578125,127.0,127.33000183105467,2406400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,127.06999969482422,129.86000061035156,127.06999969482422,129.72999572753906,2380800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,129.60000610351562,129.9600067138672,127.68000030517578,128.6999969482422,1810900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,127.98999786376952,127.98999786376952,126.5199966430664,126.75,2405500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,126.72000122070312,127.1500015258789,125.72000122070312,126.33000183105467,2901400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,126.62999725341795,128.2100067138672,126.36000061035156,128.0800018310547,2243800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,132.02999877929688,135.97999572753906,131.0,134.1199951171875,5492000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,134.50999450683594,135.74000549316406,132.9199981689453,135.49000549316406,4066600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,135.7899932861328,136.22000122070312,134.67999267578125,135.4600067138672,2099300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,134.02999877929688,135.35000610351562,133.66000366210938,134.41000366210938,3024700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,135.19000244140625,136.72999572753906,134.83999633789062,136.66000366210938,2125500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,136.92999267578125,137.9199981689453,136.67999267578125,136.88999938964844,2020300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,137.22999572753906,138.33999633789062,136.99000549316406,137.1199951171875,2084200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,136.22999572753906,137.14999389648438,135.94000244140625,136.42999267578125,2501500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,136.00999450683594,137.1199951171875,135.4199981689453,136.69000244140625,2585300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,138.2899932861328,139.99000549316406,137.5399932861328,139.2899932861328,2839900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,139.42999267578125,139.77999877929688,138.0500030517578,138.3800048828125,2174000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,138.4499969482422,138.92999267578125,137.82000732421875,137.91000366210938,2446600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,137.75999450683594,138.9499969482422,137.38999938964844,138.6300048828125,2023600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,138.6199951171875,139.69000244140625,138.4499969482422,138.83999633789062,1646300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,139.0,139.72999572753906,138.25,138.4199981689453,2873200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,138.07000732421875,138.74000549316406,137.22000122070312,138.57000732421875,1423700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,138.0500030517578,138.67999267578125,137.5,138.07000732421875,1859000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,137.8800048828125,139.8300018310547,137.8000030517578,139.4199981689453,2483700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,138.66000366210938,139.8000030517578,137.50999450683594,139.42999267578125,2030500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,140.0,140.42999267578125,138.33999633789062,138.85000610351562,2403100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,138.17999267578125,139.86000061035156,138.17999267578125,138.66000366210938,1316000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,136.50999450683594,137.50999450683594,135.0,136.97000122070312,2380900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,137.0500030517578,138.22000122070312,136.63999938964844,136.99000549316406,1893300.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,136.97000122070312,137.7100067138672,136.74000549316406,137.47000122070312,2298700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,136.8800048828125,137.0399932861328,134.61000061035156,135.4499969482422,2359300.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,134.2100067138672,135.9199981689453,134.1699981689453,134.63999938964844,6698300.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,135.1199951171875,135.6300048828125,134.1699981689453,134.39999389648438,3721400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,134.52000427246094,136.50999450683594,134.42999267578125,135.5,4332400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,135.27000427246094,136.4199981689453,134.14999389648438,136.10000610351562,2243100.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,136.3699951171875,138.63999938964844,135.92999267578125,138.10000610351562,2640900.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,138.25,138.38999938964844,135.99000549316406,136.22999572753906,2024100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,136.0800018310547,136.36000061035156,135.25999450683594,135.80999755859375,1984500.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,136.0800018310547,137.9499969482422,135.99000549316406,137.1199951171875,2555100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,138.16000366210938,138.47000122070312,136.0399932861328,136.97999572753906,2050500.0,,,,,,,,,,
