Date,Open,High,Low,Close,Volume,"('Adj Close', 'ESS')","('Close', 'ESS')","('High', 'ESS')","('Low', 'ESS')","('Open', 'ESS')","('Volume', 'ESS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,247.00999450683597,251.1199951171875,247.00999450683597,249.8699951171875,328200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,247.7400054931641,247.82000732421875,241.80999755859372,242.7400054931641,364300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,241.6699981689453,245.63999938964844,241.6699981689453,243.8000030517578,372100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,241.66000366210935,245.57000732421875,240.97999572753903,243.5800018310547,476300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,243.6699981689453,248.3600006103516,241.97999572753903,248.3300018310547,370800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,245.4499969482422,249.16000366210935,242.9199981689453,247.8800048828125,333500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,248.17999267578125,249.47000122070312,246.72999572753903,247.8800048828125,319800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,245.97999572753903,248.2700042724609,245.7400054931641,248.0800018310547,334900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,250.6699981689453,251.7700042724609,248.2100067138672,249.0800018310547,415900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,248.2700042724609,249.13999938964844,246.5,248.7700042724609,422700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,245.82000732421875,248.5399932861328,239.63999938964844,241.69000244140625,517200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,241.3300018310547,241.9900054931641,238.4600067138672,238.8500061035156,417300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,239.3800048828125,242.13999938964844,237.8000030517578,240.8500061035156,700200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,242.05999755859372,243.07000732421875,240.5,242.22000122070312,396800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,242.83999633789065,242.83999633789065,236.91000366210935,238.75999450683597,378800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,239.97000122070312,240.7700042724609,234.50999450683597,234.66000366210935,441100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,236.88999938964844,237.8699951171875,233.13999938964844,233.9199981689453,495800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,234.6000061035156,236.55999755859372,232.4600067138672,236.41000366210935,293100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,236.3500061035156,238.25,235.47999572753903,236.8999938964844,280600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,234.7400054931641,236.4600067138672,233.3699951171875,234.47000122070312,299500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,236.5399932861328,238.8800048828125,232.8300018310547,233.2700042724609,801200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,232.5,237.6699981689453,230.3699951171875,237.6000061035156,574300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,234.77999877929688,236.6199951171875,232.16000366210935,236.0200042724609,503900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,233.1499938964844,233.1499938964844,229.8999938964844,230.33999633789065,444300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,229.47999572753903,233.2899932861328,229.47999572753903,232.97000122070312,421900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,232.5399932861328,232.5399932861328,225.8000030517578,229.0200042724609,668100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,228.66000366210935,229.52999877929688,225.80999755859372,229.33999633789065,439200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,228.69000244140625,230.3600006103516,228.4600067138672,229.8000030517578,276400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,230.88999938964844,231.2700042724609,228.25999450683597,230.77999877929688,283900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,225.1199951171875,225.91000366210935,223.05999755859372,225.58999633789065,402200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,225.9900054931641,229.08999633789065,225.08999633789065,227.25999450683597,457800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,229.7100067138672,234.6999969482422,229.5200042724609,234.6199951171875,366700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,231.8999938964844,236.22999572753903,231.8999938964844,235.3699951171875,405300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,234.5500030517578,236.16000366210935,232.75999450683597,232.9499969482422,627600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,234.0,236.00999450683597,232.80999755859372,235.22999572753903,329000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,234.3800048828125,235.1499938964844,229.94000244140625,229.9499969482422,513000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,229.8699951171875,230.50999450683597,227.8699951171875,229.33999633789065,917300.0,,,,,,,,,,
