Date,Open,High,Low,Close,Volume,"('Adj Close', 'EEFT')","('Close', 'EEFT')","('High', 'EEFT')","('Low', 'EEFT')","('Open', 'EEFT')","('Volume', 'EEFT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,101.04000091552734,101.25,100.08999633789062,100.58999633789062,296300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,99.26000213623048,99.9000015258789,96.20999908447266,96.7300033569336,382300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,96.75,97.43000030517578,96.0500030517578,97.2699966430664,346500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,96.70999908447266,98.66999816894533,96.70999908447266,98.2300033569336,246800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,98.62000274658205,100.41000366210938,98.62000274658205,100.23999786376952,173600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,99.08000183105467,100.2699966430664,97.93000030517578,99.2300033569336,177200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,99.26000213623048,99.91999816894533,98.22000122070312,99.0,125600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,98.58999633789062,99.25,97.38999938964844,99.16000366210938,206800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,100.58999633789062,100.58999633789062,98.94000244140624,99.5,121900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,98.51000213623048,99.55999755859376,97.91999816894533,99.0999984741211,257800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,97.56999969482422,98.54000091552734,97.31999969482422,97.95999908447266,160300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,98.73999786376952,98.9800033569336,97.30999755859376,98.76000213623048,144600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,99.0999984741211,99.72000122070312,97.9499969482422,99.69000244140624,171800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,100.6500015258789,101.3499984741211,99.5,101.16000366210938,214800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,102.2300033569336,102.2300033569336,99.83000183105467,100.44000244140624,165800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,100.86000061035156,100.86000061035156,97.41999816894533,97.87000274658205,527200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,99.01000213623048,99.5500030517578,97.75,99.08000183105467,326700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,99.33000183105467,100.13999938964844,98.44000244140624,99.41000366210938,323800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,99.5500030517578,101.3499984741211,99.18000030517578,101.23999786376952,143800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,100.54000091552734,101.3499984741211,99.9000015258789,100.95999908447266,250500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,100.7699966430664,101.77999877929688,99.43000030517578,99.6500015258789,225000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,102.80999755859376,104.37000274658205,101.0,104.1999969482422,408500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,103.51000213623048,103.51000213623048,102.2699966430664,103.0199966430664,208600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,101.94000244140624,102.9800033569336,101.13999938964844,102.2300033569336,227500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,101.9499969482422,103.62000274658205,101.87999725341795,102.94000244140624,369600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,105.52999877929688,106.4499969482422,100.27999877929688,103.54000091552734,766700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,102.91999816894533,103.7699966430664,100.5,101.08999633789062,588500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,101.4000015258789,104.0199966430664,101.0999984741211,103.9000015258789,480600.0,,,,,,,,,,
