Date,Open,High,Low,Close,Volume,"('Adj Close', 'JMSB')","('Close', 'JMSB')","('High', 'JMSB')","('Low', 'JMSB')","('Open', 'JMSB')","('Volume', 'JMSB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.559999465942383,22.559999465942383,20.34000015258789,20.38999938964844,12800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.530000686645508,22.170000076293945,19.725000381469727,21.0,35900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.38999938964844,22.975000381469727,20.625,22.520000457763672,36100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.540000915527344,24.040000915527344,22.38999938964844,22.88999938964844,41000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,23.489999771118164,23.489999771118164,22.01000022888184,22.59000015258789,18700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.040000915527344,22.040000915527344,20.850000381469727,20.850000381469727,10000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.68000030517578,21.229999542236328,20.1200008392334,21.100000381469727,18300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.0,21.0,20.11000061035156,20.479999542236328,14500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.11000061035156,21.649999618530277,20.540000915527344,21.18000030517578,9700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.8799991607666,21.290000915527344,20.350000381469727,20.350000381469727,14400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.6299991607666,19.979999542236328,19.26000022888184,19.51000022888184,15600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.649999618530277,20.459999084472656,19.649999618530277,20.459999084472656,9800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.850000381469727,20.850000381469727,19.850000381469727,20.200000762939453,23800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.3799991607666,20.709999084472656,20.3799991607666,20.709999084472656,10900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.1299991607666,21.1299991607666,19.57999992370605,20.3799991607666,15600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.40999984741211,20.5,20.13999938964844,20.13999938964844,9000.0,,,,,,,,,,
