Date,Open,High,Low,Close,Volume,"('Adj Close', 'PRM')","('Close', 'PRM')","('High', 'PRM')","('Low', 'PRM')","('Open', 'PRM')","('Volume', 'PRM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.619999885559082,4.824999809265137,4.585000038146973,4.590000152587891,911500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.590000152587891,4.599999904632568,4.25,4.260000228881836,972100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.320000171661377,4.360000133514404,4.199999809265137,4.210000038146973,930700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.150000095367432,4.340000152587891,4.070000171661377,4.21999979019165,1225900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.28000020980835,4.320000171661377,4.090000152587891,4.21999979019165,851500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.059999942779541,4.224999904632568,4.014999866485596,4.199999809265137,871000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.159999847412109,4.190000057220459,4.014999866485596,4.070000171661377,561500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.019999980926514,4.195000171661377,4.0,4.179999828338623,1061500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.309999942779541,4.389999866485596,4.15500020980835,4.159999847412109,754000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.079999923706055,4.179999828338623,4.034999847412109,4.150000095367432,747800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.03000020980835,4.159999847412109,3.990000009536743,4.099999904632568,551600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.110000133514404,4.210000038146973,4.0,4.059999942779541,544100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.070000171661377,4.099999904632568,3.880000114440918,4.070000171661377,904300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.090000152587891,4.380000114440918,4.070000171661377,4.340000152587891,703900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.429999828338623,4.510000228881836,4.349999904632568,4.480000019073486,775600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.539999961853027,4.539999961853027,4.320000171661377,4.349999904632568,708700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.360000133514404,4.525000095367432,4.340000152587891,4.46999979019165,769000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.539999961853027,4.574999809265137,4.489999771118164,4.53000020980835,484800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.510000228881836,4.739999771118164,4.440000057220459,4.739999771118164,554300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.690000057220459,4.900000095367432,4.610000133514404,4.769999980926514,896100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.769999980926514,4.980000019073486,4.710000038146973,4.739999771118164,1382900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.769999980926514,4.980000019073486,4.639999866485596,4.949999809265137,958400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.849999904632568,5.03000020980835,4.78000020980835,4.989999771118164,1008300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.869999885559082,4.900000095367432,4.764999866485596,4.78000020980835,658900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.760000228881836,4.914999961853027,4.710000038146973,4.909999847412109,399100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.909999847412109,4.989999771118164,4.829999923706055,4.880000114440918,421900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.889999866485596,5.03000020980835,4.849999904632568,4.980000019073486,629300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.96999979019165,5.139999866485596,4.929999828338623,5.119999885559082,528300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.130000114440918,5.46999979019165,5.130000114440918,5.420000076293945,1092400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.150000095367432,5.260000228881836,5.019999980926514,5.050000190734863,1128100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.179999828338623,5.239999771118164,5.110000133514404,5.230000019073486,962200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.269999980926514,5.565000057220459,5.269999980926514,5.550000190734863,834100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.460000038146973,5.784999847412109,5.460000038146973,5.71999979019165,910000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.590000152587891,5.65500020980835,5.519999980926514,5.610000133514404,773300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.599999904632568,5.699999809265137,5.539999961853027,5.650000095367432,741300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.679999828338623,6.15500020980835,5.644999980926514,5.989999771118164,1406500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.929999828338623,5.940000057220459,5.730000019073486,5.800000190734863,971200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.75,5.860000133514404,5.510000228881836,5.619999885559082,673500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.78000020980835,6.039999961853027,5.665999889373779,6.0,799400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.940000057220459,6.065000057220459,5.920000076293945,5.980000019073486,705500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,6.119999885559082,6.150000095367432,5.96999979019165,6.079999923706055,906100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,6.139999866485596,6.349999904632568,6.010000228881836,6.239999771118164,1008300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,6.21999979019165,6.309999942779541,6.090000152587891,6.179999828338623,724200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,6.090000152587891,6.190000057220459,6.010000228881836,6.010000228881836,569600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,6.170000076293945,6.170000076293945,6.065000057220459,6.110000133514404,376400.0,,,,,,,,,,
